,Source ID,CoralNet ID,CoralNet Name,Mermaid Name,Count
0,s1073,124,Broken coral rubble,Rubble,22420
1,s1073,635,Dead coral with algae,Dead coral,8691
2,s1073,84,Sand,Sand,4073
3,s1073,1913,Turf  algae,Turf algae,3239
4,s1073,1827,TAPE,Other,1779
5,s1073,89,Porites lobata,Porites lobata,1166
6,s1073,81,Macroalgae,Macroalgae,911
7,s1073,105,Dead coral,Dead coral,827
8,s1073,438,Montipora capitata,Montipora capitata,490
9,s1073,141,Crustose coralline algae,Crustose coralline algae,404
10,s1073,444,Porites compressa,Porites compressa,360
11,s1073,2217,Porites lobata bleached,Bleached coral,187
12,s1073,439,Montipora flabellata,Montipora flabellata,140
13,s1073,2206,Porites compressa algal overgrowth,Porites compressa,72
14,s1073,2216,Porites lobata tissue loss,,59
15,s1073,2208,Porites compressa tissue loss,,57
16,s1073,448,Pocillopora damicornis,Pocillopora damicornis,39
17,s1073,450,Pocillopora meandrina,Pocillopora meandrina,33
18,s1073,2214,Porites lobata algal overgrowth,,22
19,s1073,2185,Montipora capitata bleached,Bleached coral,10
20,s1073,342,Echinoderms: sea urchin,Sea urchin,10
21,s1073,2184,Montipora capitata tissue loss,,5
22,s1073,460,Fish,Other,2
23,s1073,353,Molluscs: Gastropods,Other invertebrates,1
24,s1073,638,Trash,Other,1
25,s1073,2182,Montipora capitata algal overgrowth,Montipora capitata,1
26,s1073,2465,"Porites lobata, recently dead",,1
0,s1076,124,Broken coral rubble,Rubble,34373
1,s1076,89,Porites lobata,Porites lobata,2023
2,s1076,81,Macroalgae,Macroalgae,1387
3,s1076,84,Sand,Sand,763
4,s1076,444,Porites compressa,Porites compressa,477
5,s1076,105,Dead coral,Dead coral,466
6,s1076,438,Montipora capitata,Montipora capitata,406
7,s1076,434,Gracilaria salicornia,Gracilaria salicornia,330
8,s1076,1827,TAPE,Other,326
9,s1076,1913,Turf  algae,Turf algae,281
10,s1076,2184,Montipora capitata tissue loss,,253
11,s1076,450,Pocillopora meandrina,Pocillopora meandrina,205
12,s1076,448,Pocillopora damicornis,Pocillopora damicornis,122
13,s1076,2216,Porites lobata tissue loss,,102
14,s1076,2185,Montipora capitata bleached,Bleached coral,68
15,s1076,2193,Montipora patula bleached,Bleached coral,68
16,s1076,403,Halimeda,Halimeda,62
17,s1076,2200,Pocillopora meandrina tissue loss,,28
18,s1076,145,Sea cucumber,Sea cucumber,25
19,s1076,2217,Porites lobata bleached,Bleached coral,9
20,s1076,141,Crustose coralline algae,Crustose coralline algae,9
21,s1076,439,Montipora flabellata,Montipora flabellata,5
22,s1076,2201,Bleached Pocillopora meandrina,Bleached coral,3
23,s1076,428,Padina,Padina,3
24,s1076,2464,"Porites compressa, recently dead",Dead coral,2
25,s1076,102,Sponge,Sponge,2
26,s1076,1041,Dictyosphaeria cavernosa,Dictyosphaeria,1
27,s1076,2465,"Porites lobata, recently dead",,1
0,s109,82,Turf algae,Turf algae,98650
1,s109,131,Porites lobata 1,Porites lobata,29217
2,s109,84,Sand,Sand,27205
3,s109,101,CCA (crustose coralline algae),Crustose coralline algae,10234
4,s109,323,Macroalgae: Encrusting: green,Macroalgae,9535
5,s109,444,Porites compressa,Porites compressa,7772
6,s109,450,Pocillopora meandrina,Pocillopora meandrina,2800
7,s109,222,Shadow,Other,2508
8,s109,369,Substrate: Unconsolidated : pebble/gravel,Bare substrate,1804
9,s109,438,Montipora capitata,Montipora capitata,1297
10,s109,95,Sediment,Bare substrate,1250
11,s109,447,Porites monticulosa,Porites monticulosa,834
12,s109,143,Cyanobacteria films,Cyanobacteria,754
13,s109,324,Macroalgae: Encrusting: brown,Macroalgae,587
14,s109,342,Echinoderms: sea urchin,Sea urchin,486
15,s109,440,Montipora patula,Montipora patula,437
16,s109,104,Octocorallia,Octocorallia,418
17,s109,322,Macroalgae: Encrusting: red,Macroalgae,329
18,s109,102,Sponge,Sponge,259
19,s109,561,Bright Orange Crust,,234
20,s109,560,Compressa Orange,,222
21,s109,310,Macroalgae: Filamentous / filiform : red,Macroalgae,178
22,s109,449,Pocillopora grandis (eydouxi),Pocillopora grandis,148
23,s109,559,Shallow Orange,,130
24,s109,403,Halimeda,Halimeda,95
25,s109,107,Transect hardware,Other,81
26,s109,96,Bare Substrate,Bare substrate,77
27,s109,105,Dead coral,Dead coral,72
28,s109,311,Macroalgae: Filamentous / filiform : green,,66
29,s109,180,Mobile invertebrates	1,Other invertebrates,66
30,s109,558,Clear algae?,,64
31,s109,67,Leptoseris,Leptoseris,61
32,s109,433,Ventricaria sp.,Ventricaria,42
33,s109,417,Cirrhipathes sp.,,40
34,s109,66,Leptastrea,Leptastrea,40
35,s109,124,Broken coral rubble,Rubble,38
36,s109,226,Bryzoa,,36
37,s109,442,Pavona varians,Pavona varians,35
38,s109,218,Asparagopsis,Asparagopsis,32
39,s109,563,Golden Algae,,31
40,s109,555,Porites bernardi,,29
41,s109,428,Padina,Padina,27
42,s109,133,Zoanthid,Zoanthid,26
43,s109,103,All other,Other,23
44,s109,443,Porites brighami,Porites brighami,21
45,s109,448,Pocillopora damicornis,Pocillopora damicornis,17
46,s109,145,Sea cucumber,Sea cucumber,16
47,s109,564,Blue-Green Algae,Macroalgae,16
48,s109,452,Microdictyon,Microdictyon,15
49,s109,63,Fungia,Fungia,13
50,s109,64,Gardineroseris,Gardineroseris,13
51,s109,144,Crown of thorns starfish,Acanthaster planci,12
52,s109,401,Dictyota spp,Dictyota,12
53,s109,419,Palythoa sp,Palythoa,11
54,s109,426,Gibsmithia sp,,10
55,s109,423,Caulerpa,Caulerpa,8
56,s109,418,Neomeris,Neomeris,8
57,s109,451,Unidentified Red,,7
58,s109,325,Macroalgae: Articulated calcareous,Macroalgae,7
59,s109,312,Macroalgae: Filamentous / filiform : brown,,7
60,s109,435,Turbinaria (algae),Turbinaria-algae,5
61,s109,179,Other sessile invertebrates,Other invertebrates,4
62,s109,239,Hard Coral (encrusting),Hard coral,3
63,s109,439,Montipora flabellata,Montipora flabellata,3
64,s109,344,Echinoderms: Sea stars,Other invertebrates,3
65,s109,118,Unclear,Unknown,3
66,s109,456,Hydroid,Hydroid,3
67,s109,454,Stenopeltis sp.,,2
68,s109,425,Cladophora sp.,Cladophora,2
69,s109,421,Stichopathes sp.,,2
70,s109,441,Pavona duerdeni,Pavona duerdeni,1
71,s109,429,Sargassum,Sargassum,1
72,s109,562,Dichotomaria,,1
73,s109,138,Lobophora,Lobophora,1
74,s109,78,Tubastrea,Tubastraea,1
75,s109,445,Porites duerdeni,,1
76,s109,227,Ascidian,Ascidian,1
77,s109,422,Dictyosphaeria,Dictyosphaeria,1
0,s1162,626,PLATE,,11
1,s1162,204,Acropora (branching),Acropora,10
2,s1162,105,Dead coral,Dead coral,2
3,s1162,80,Soft Coral,Soft coral,2
0,s1184,81,Macroalgae,Macroalgae,26
1,s1184,204,Acropora (branching),Acropora,11
2,s1184,105,Dead coral,Dead coral,6
3,s1184,461,Water,Other,4
4,s1184,1457,Rubble,Rubble,1
5,s1184,1913,Turf  algae,Turf algae,1
6,s1184,80,Soft Coral,Soft coral,1
0,s1212,81,Macroalgae,Macroalgae,6
1,s1212,626,PLATE,,6
2,s1212,1913,Turf  algae,Turf algae,5
3,s1212,105,Dead coral,Dead coral,4
4,s1212,84,Sand,Sand,3
5,s1212,3186,rubble coral,,3
6,s1212,461,Water,Other,2
7,s1212,3283,Boulder,Other,1
0,s1264,3297,Hard Coral Massive,Hard coral,191
1,s1264,82,Turf algae,Turf algae,61
2,s1264,80,Soft Coral,Soft coral,39
3,s1264,3302,Hard Coral_Encrusting,Hard coral,38
4,s1264,3298,Hard Coral branching,Hard coral,31
5,s1264,101,CCA (crustose coralline algae),Crustose coralline algae,27
6,s1264,3458,Hard Coral Digitate,Hard coral,7
7,s1264,1647,Unknown,Unknown,4
8,s1264,139,Algae (fleshy),Macroalgae,2
0,s1265,3297,Hard Coral Massive,Hard coral,173
1,s1265,1647,Unknown,Unknown,52
2,s1265,3302,Hard Coral_Encrusting,Hard coral,30
3,s1265,2546,Other,Other,24
4,s1265,101,CCA (crustose coralline algae),Crustose coralline algae,23
5,s1265,80,Soft Coral,Soft coral,23
6,s1265,1444,Calcifying algae: Other,Macroalgae,22
7,s1265,3458,Hard Coral Digitate,Hard coral,21
8,s1265,82,Turf algae,Turf algae,15
9,s1265,3298,Hard Coral branching,Hard coral,14
10,s1265,139,Algae (fleshy),Macroalgae,3
0,s1266,3297,Hard Coral Massive,Hard coral,212
1,s1266,82,Turf algae,Turf algae,104
2,s1266,80,Soft Coral,Soft coral,28
3,s1266,1647,Unknown,Unknown,27
4,s1266,3458,Hard Coral Digitate,Hard coral,18
5,s1266,3298,Hard Coral branching,Hard coral,6
6,s1266,3302,Hard Coral_Encrusting,Hard coral,3
7,s1266,460,Fish,Other,1
8,s1266,2546,Other,Other,1
0,s1268,3298,Hard Coral branching,Hard coral,120
1,s1268,3302,Hard Coral_Encrusting,Hard coral,76
2,s1268,2546,Other,Other,71
3,s1268,82,Turf algae,Turf algae,53
4,s1268,3297,Hard Coral Massive,Hard coral,33
5,s1268,1647,Unknown,Unknown,22
6,s1268,3458,Hard Coral Digitate,Hard coral,17
7,s1268,80,Soft Coral,Soft coral,3
8,s1268,1444,Calcifying algae: Other,Macroalgae,2
9,s1268,139,Algae (fleshy),Macroalgae,2
10,s1268,101,CCA (crustose coralline algae),Crustose coralline algae,1
0,s1269,3298,Hard Coral branching,Hard coral,130
1,s1269,82,Turf algae,Turf algae,124
2,s1269,3297,Hard Coral Massive,Hard coral,46
3,s1269,3302,Hard Coral_Encrusting,Hard coral,34
4,s1269,101,CCA (crustose coralline algae),Crustose coralline algae,23
5,s1269,3458,Hard Coral Digitate,Hard coral,19
6,s1269,1647,Unknown,Unknown,10
7,s1269,139,Algae (fleshy),Macroalgae,10
8,s1269,80,Soft Coral,Soft coral,3
9,s1269,2546,Other,Other,1
0,s1270,82,Turf algae,Turf algae,202
1,s1270,3298,Hard Coral branching,Hard coral,81
2,s1270,3302,Hard Coral_Encrusting,Hard coral,61
3,s1270,3297,Hard Coral Massive,Hard coral,24
4,s1270,3458,Hard Coral Digitate,Hard coral,10
5,s1270,1444,Calcifying algae: Other,Macroalgae,7
6,s1270,1647,Unknown,Unknown,5
7,s1270,2546,Other,Other,4
8,s1270,101,CCA (crustose coralline algae),Crustose coralline algae,3
9,s1270,139,Algae (fleshy),Macroalgae,2
10,s1270,460,Fish,Other,1
0,s1271,3298,Hard Coral branching,Hard coral,107
1,s1271,3458,Hard Coral Digitate,Hard coral,67
2,s1271,3302,Hard Coral_Encrusting,Hard coral,61
3,s1271,82,Turf algae,Turf algae,56
4,s1271,139,Algae (fleshy),Macroalgae,42
5,s1271,3297,Hard Coral Massive,Hard coral,30
6,s1271,1647,Unknown,Unknown,29
7,s1271,2232,Other Invertebrates,Other invertebrates,5
8,s1271,342,Echinoderms: sea urchin,Sea urchin,2
9,s1271,2546,Other,Other,1
0,s1272,3302,Hard Coral_Encrusting,Hard coral,144
1,s1272,3298,Hard Coral branching,Hard coral,97
2,s1272,3297,Hard Coral Massive,Hard coral,63
3,s1272,1647,Unknown,Unknown,26
4,s1272,3458,Hard Coral Digitate,Hard coral,25
5,s1272,1444,Calcifying algae: Other,Macroalgae,25
6,s1272,82,Turf algae,Turf algae,15
7,s1272,139,Algae (fleshy),Macroalgae,4
8,s1272,2232,Other Invertebrates,Other invertebrates,1
0,s1273,3302,Hard Coral_Encrusting,Hard coral,122
1,s1273,3298,Hard Coral branching,Hard coral,90
2,s1273,3297,Hard Coral Massive,Hard coral,65
3,s1273,3458,Hard Coral Digitate,Hard coral,49
4,s1273,82,Turf algae,Turf algae,27
5,s1273,1444,Calcifying algae: Other,Macroalgae,25
6,s1273,1647,Unknown,Unknown,20
7,s1273,2232,Other Invertebrates,Other invertebrates,2
0,s1274,82,Turf algae,Turf algae,104
1,s1274,3458,Hard Coral Digitate,Hard coral,88
2,s1274,3298,Hard Coral branching,Hard coral,72
3,s1274,1647,Unknown,Unknown,43
4,s1274,80,Soft Coral,Soft coral,37
5,s1274,1444,Calcifying algae: Other,Macroalgae,16
6,s1274,3302,Hard Coral_Encrusting,Hard coral,13
7,s1274,3297,Hard Coral Massive,Hard coral,11
8,s1274,101,CCA (crustose coralline algae),Crustose coralline algae,9
9,s1274,2232,Other Invertebrates,Other invertebrates,3
10,s1274,139,Algae (fleshy),Macroalgae,3
11,s1274,2546,Other,Other,1
0,s1276,1444,Calcifying algae: Other,Macroalgae,111
1,s1276,3458,Hard Coral Digitate,Hard coral,94
2,s1276,3298,Hard Coral branching,Hard coral,70
3,s1276,80,Soft Coral,Soft coral,54
4,s1276,2546,Other,Other,24
5,s1276,3302,Hard Coral_Encrusting,Hard coral,18
6,s1276,1647,Unknown,Unknown,16
7,s1276,82,Turf algae,Turf algae,10
8,s1276,3297,Hard Coral Massive,Hard coral,2
9,s1276,460,Fish,Other,1
0,s1277,82,Turf algae,Turf algae,100
1,s1277,3458,Hard Coral Digitate,Hard coral,85
2,s1277,3298,Hard Coral branching,Hard coral,61
3,s1277,80,Soft Coral,Soft coral,52
4,s1277,3302,Hard Coral_Encrusting,Hard coral,29
5,s1277,2232,Other Invertebrates,Other invertebrates,22
6,s1277,1647,Unknown,Unknown,18
7,s1277,101,CCA (crustose coralline algae),Crustose coralline algae,17
8,s1277,3297,Hard Coral Massive,Hard coral,13
9,s1277,2546,Other,Other,3
0,s1288,1348,CRED-Turf growing on hard substrate,Turf algae,72195
1,s1288,1340,CRED-CCA growing on hard substrate,Crustose coralline algae,64148
2,s1288,1336,CRED-Peyssonnelia spp,Peyssonnelia,33686
3,s1288,1294,CRED-Montipora spp_encrusting,Montipora,18417
4,s1288,1269,CRED-Acropora spp_branching,Acropora,11539
5,s1288,1353,CRED-Shadow,Other,10557
6,s1288,1331,CRED-Halimeda spp,Halimeda,8647
7,s1288,1306,CRED-Porites spp_massive,Porites,7379
8,s1288,1347,CRED-Sand,Sand,7253
9,s1288,1349,CRED-Turf growing on rubble,Turf algae,6359
10,s1288,1304,CRED-Pocillopora spp,Pocillopora,5872
11,s1288,1337,CRED-Encrusting macroalgae,Macroalgae,5512
12,s1288,1270,CRED-Acropora spp_tabulate,Acropora,4324
13,s1288,1342,CRED-Octocoral,Octocorallia,3618
14,s1288,1333,CRED-Microdictyon spp,Microdictyon,3218
15,s1288,1307,CRED-Porites spp_encrusting,Porites,3101
16,s1288,1295,CRED-Montipora spp_foliose,Montipora,2929
17,s1288,1341,CRED-CCA growing on rubble,Crustose coralline algae,2809
18,s1288,1271,CRED-Astreopora spp,Astreopora,2728
19,s1288,1332,CRED-Lobophora spp,Lobophora,2630
20,s1288,1308,CRED-Porites spp_foliose,Porites,2555
21,s1288,1278,CRED-Favia spp,Favia,2460
22,s1288,1305,CRED-Porites spp_branching,Porites,2133
23,s1288,1283,CRED-Goniastrea spp,Goniastrea,2049
24,s1288,1317,CRED-Corallimorph,Coralimorph,1926
25,s1288,1345,CRED-Hard substrate,Bare substrate,1883
26,s1288,1354,CRED-Unclassified/Unknown,Unknown,1874
27,s1288,1286,CRED-Isopora spp,Isopora,1508
28,s1288,1325,CRED-Red macroalgae,Macroalgae,1421
29,s1288,1300,CRED-Pavona spp_encrusting,Pavona,1301
30,s1288,1327,CRED-Blue-green macroalga,Macroalgae,1221
31,s1288,1264,CRED-Encrusting hard coral,Acropora,944
32,s1288,3499,CRED-Astrea spp,,939
33,s1288,1312,CRED-Turbinaria spp,Turbinaria-coral,880
34,s1288,1299,CRED-Pavona spp_massive,Pavona,873
35,s1288,1290,CRED-Leptoria spp,Leptoria,801
36,s1288,1279,CRED-Favites spp,Favites,798
37,s1288,1319,CRED-Sponge,Sponge,769
38,s1288,1289,CRED-Lobophyllia spp,Lobophyllia,749
39,s1288,1287,CRED-Leptastrea spp,Leptastrea,734
40,s1288,1292,CRED-Millepora spp,Millepora,676
41,s1288,1346,CRED-Rubble substrate,Rubble,674
42,s1288,1344,CRED-Fine sediment,Bare substrate,616
43,s1288,1302,CRED-Platygyra spp,Platygyra,594
44,s1288,1330,CRED-Dictyosphaeria spp,Dictyosphaeria,498
45,s1288,1281,CRED-Galaxea spp,Galaxea,451
46,s1288,1309,CRED-Psammocora spp,Psammocora,442
47,s1288,1280,CRED-Fungia spp,Fungia,438
48,s1288,1322,CRED-Zoanthid,Zoanthid,428
49,s1288,1265,CRED-Foliose hard coral,Hard coral,385
50,s1288,1285,CRED-Hydnophora spp,Hydnophora,344
51,s1288,1350,CRED-Mobile fauna,Other invertebrates,331
52,s1288,1274,CRED-Diploastrea spp,Diploastrea,320
53,s1288,1320,CRED-Tunicate,Tunicate,278
54,s1288,1352,CRED-Wand,Other,250
55,s1288,1323,CRED-Green macroalgae,Macroalgae,230
56,s1288,1272,CRED-Coscinaraea spp,Coscinaraea,228
57,s1288,1276,CRED-Echinopora spp,Echinopora,204
58,s1288,1267,CRED-Free-living hard coral,Hard coral,178
59,s1288,3500,CRED-Phymastrea spp,Favites,157
60,s1288,1338,CRED-Upright macroalgae,Macroalgae,133
61,s1288,1310,CRED-Stylophora spp,Stylophora,129
62,s1288,1329,CRED-Dictyopteris/Dictyota spp,Dictyotaceae,118
63,s1288,1275,CRED-Echinophyllia spp,Echinophyllia,108
64,s1288,1263,CRED-Massive hard coral,Hard coral,96
65,s1288,1291,CRED-Merulina spp,Merulina,84
66,s1288,1273,CRED-Cyphastrea spp,Cyphastrea,75
67,s1288,1268,CRED-Acanthastrea spp,Acanthastrea,73
68,s1288,1318,CRED-Giant clam,Tridacna giant clam,72
69,s1288,1298,CRED-Pachyseris spp,Pachyseris,65
70,s1288,1282,CRED-Goniopora/Alveopora spp,Scleractinia,63
71,s1288,1351,CRED-Tape,Other,38
72,s1288,1293,CRED-Montipora spp_branching,Montipora,38
73,s1288,1288,CRED-Leptoseris spp,Leptoseris,34
74,s1288,1262,CRED-Branching hard coral,Acroporidae,31
75,s1288,1311,CRED-Symphyllia spp,Symphyllia,28
76,s1288,1321,CRED-Unclassified sessile invertebrate,Other invertebrates,25
77,s1288,1355,CRED-Asparagopsis spp,Asparagopsis,25
78,s1288,1324,CRED-Brown macroalgae,Macroalgae,23
79,s1288,1314,CRED-Anemone,Anemone,21
80,s1288,1297,CRED-Oulophyllia spp,Oulophyllia,21
81,s1288,1328,CRED-Caulerpa spp,Caulerpa,13
82,s1288,1326,CRED-Avrainvillea spp,Avrainvillea,11
83,s1288,1284,CRED-Heliopora spp,Heliopora,6
84,s1288,7011,ESD-COTS predation,,4
85,s1288,1315,CRED-Bivalve,Bivalvia,4
86,s1288,1335,CRED-Padina spp,Padina,3
87,s1288,1301,CRED-Pavona spp_foliose,Pavona,2
88,s1288,1316,CRED-Bryozoan,Bryozoan,2
89,s1288,1313,CRED-Hydrocoral,Hydrocoral,2
90,s1288,1339,CRED-Seagrass,Seagrass,1
91,s1288,1334,CRED-Neomeris spp,Neomeris,1
0,s1300,82,Turf algae,Turf algae,1284
1,s1300,1647,Unknown,Unknown,726
2,s1300,440,Montipora patula,Montipora patula,713
3,s1300,439,Montipora flabellata,Montipora flabellata,528
4,s1300,2186,Bleached Montipora flabellata,Bleached coral,483
5,s1300,89,Porites lobata,Porites lobata,324
6,s1300,1788,Porites porites,Porites porites,201
7,s1300,446,Porites evermanni,Porites evermanni,152
8,s1300,141,Crustose coralline algae,Crustose coralline algae,60
9,s1300,2193,Montipora patula bleached,Bleached coral,56
10,s1300,450,Pocillopora meandrina,Pocillopora meandrina,31
11,s1300,1913,Turf  algae,Turf algae,26
12,s1300,2201,Bleached Pocillopora meandrina,Bleached coral,19
13,s1300,441,Pavona duerdeni,Pavona duerdeni,17
14,s1300,1035,Psammocora stellata,Psammocora stellata,11
15,s1300,443,Porites brighami,Porites brighami,6
16,s1300,2217,Porites lobata bleached,Bleached coral,4
17,s1300,3407,Bleached Pavona duerdeni,Bleached coral,2
18,s1300,442,Pavona varians,Pavona varians,2
19,s1300,2210,Porites evermanni bleached,Bleached coral,2
20,s1300,460,Fish,Other,2
21,s1300,1030,Cyphastrea ocellina,Cyphastrea ocellina,1
0,s1301,101,CCA (crustose coralline algae),Crustose coralline algae,1152
1,s1301,82,Turf algae,Turf algae,379
2,s1301,73,Pocillopora,Pocillopora,179
3,s1301,107,Transect hardware,Other,141
4,s1301,84,Sand,Sand,78
5,s1301,118,Unclear,Unknown,10
6,s1301,100,Other scleractinians,,9
7,s1301,115,Favites,Favites,8
8,s1301,70,Montipora,Montipora,7
9,s1301,81,Macroalgae,Macroalgae,7
10,s1301,74,Porites,Porites,5
11,s1301,116,Platygyra,Platygyra,2
12,s1301,62,Favia (Indo-Pacific),Favia,2
13,s1301,96,Bare Substrate,Bare substrate,1
0,s1304,81,Macroalgae,Macroalgae,945
1,s1304,84,Sand,Sand,640
2,s1304,1913,Turf  algae,Turf algae,474
3,s1304,175,Other hard coral,Hard coral,395
4,s1304,1911,Rock_Pavement,Other,227
5,s1304,1457,Rubble,Rubble,140
6,s1304,1768,Acropora cervicornis,Acropora cervicornis,91
7,s1304,103,All other,Other,65
8,s1304,102,Sponge,Sponge,25
9,s1304,105,Dead coral,Dead coral,19
10,s1304,142,Recent Dead Coral,Dead coral,2
11,s1304,80,Soft Coral,Soft coral,2
0,s1308,515,Rock,Rock,2263
1,s1308,3299,Rock Turf Algae,Turf algae,987
2,s1308,184,Coral,Hard coral,688
3,s1308,84,Sand,Sand,555
4,s1308,1647,Unknown,Unknown,7
0,s1353,82,Turf algae,Turf algae,158
1,s1353,1342,CRED-Octocoral,Octocorallia,113
2,s1353,3297,Hard Coral Massive,Hard coral,64
3,s1353,2543,Cyanobacteria,Cyanobacteria,38
4,s1353,1827,TAPE,Other,16
5,s1353,84,Sand,Sand,8
6,s1353,1647,Unknown,Unknown,7
7,s1353,119,Bleached Hard Coral,Bleached coral,6
8,s1353,102,Sponge,Sponge,3
9,s1353,103,All other,Other,2
10,s1353,595,Encrusting Hard Coral,,1
0,s1357,82,Turf algae,Turf algae,5554
1,s1357,1342,CRED-Octocoral,Octocorallia,1412
2,s1357,108,Meandroid (brain) corals,Hard coral,652
3,s1357,2543,Cyanobacteria,Cyanobacteria,542
4,s1357,1430,Non hermatypic: Millepora (Fire coral),,290
5,s1357,84,Sand,Sand,209
6,s1357,113,Porites astreoides,Porites astreoides,142
7,s1357,1647,Unknown,Unknown,141
8,s1357,1827,TAPE,Other,114
9,s1357,1802,Gorgoniidae,Gorgonian,105
10,s1357,242,Hard Coral (branching),Hard coral,60
11,s1357,237,Hard Coral (massive),Hard coral,55
12,s1357,110,Montastraea cavernosa,Montastraea cavernosa,51
13,s1357,1370,Orbicella franksi,Orbicella franksi,35
14,s1357,139,Algae (fleshy),Macroalgae,31
15,s1357,179,Other sessile invertebrates,Other invertebrates,22
16,s1357,460,Fish,Other,13
17,s1357,103,All other,Other,11
18,s1357,140,Calcareous algae,Macroalgae,6
19,s1357,119,Bleached Hard Coral,Bleached coral,5
0,s1358,463,Turf and sand,Turf algae,2782
1,s1358,2442,Tile,,1448
2,s1358,82,Turf algae,Turf algae,944
3,s1358,3540,Calcium Carbonate,Other,747
4,s1358,1889,ARMS-CREP-Calcareous Worm Tube,Other invertebrates,489
5,s1358,1891,ARMS-CREP-Foraminifera,Foraminifera,473
6,s1358,102,Sponge,Sponge,243
7,s1358,143,Cyanobacteria films,Cyanobacteria,216
8,s1358,101,CCA (crustose coralline algae),Crustose coralline algae,205
9,s1358,3541,Herbivory,,191
10,s1358,1853,Bryozoan,Bryozoan,153
11,s1358,103,All other,Other,33
12,s1358,982,Other invertebrate,Other invertebrates,32
13,s1358,1761,Unknown Sp. Orange Egg Mass,,18
14,s1358,80,Soft Coral,Soft coral,8
15,s1358,456,Hydroid,Hydroid,6
16,s1358,360,Worms: Polychaetes,Other invertebrates,6
17,s1358,1895,ARMS-CREP-Tunicate Colonial,Tunicate,4
18,s1358,91,Hard coral,Hard coral,2
0,s1360,1348,CRED-Turf growing on hard substrate,Turf algae,25684
1,s1360,1270,CRED-Acropora spp_tabulate,Acropora,6721
2,s1360,1307,CRED-Porites spp_encrusting,Porites,3244
3,s1360,1340,CRED-CCA growing on hard substrate,Crustose coralline algae,2305
4,s1360,1347,CRED-Sand,Sand,1871
5,s1360,1323,CRED-Green macroalgae,Macroalgae,1799
6,s1360,1305,CRED-Porites spp_branching,Porites,1489
7,s1360,1349,CRED-Turf growing on rubble,Turf algae,1401
8,s1360,1353,CRED-Shadow,Other,1109
9,s1360,1331,CRED-Halimeda spp,Halimeda,695
10,s1360,1306,CRED-Porites spp_massive,Porites,465
11,s1360,1351,CRED-Tape,Other,420
12,s1360,1294,CRED-Montipora spp_encrusting,Montipora,359
13,s1360,1344,CRED-Fine sediment,Bare substrate,323
14,s1360,1304,CRED-Pocillopora spp,Pocillopora,293
15,s1360,1325,CRED-Red macroalgae,Macroalgae,224
16,s1360,1354,CRED-Unclassified/Unknown,Unknown,214
17,s1360,1350,CRED-Mobile fauna,Other invertebrates,97
18,s1360,1269,CRED-Acropora spp_branching,Acropora,81
19,s1360,1333,CRED-Microdictyon spp,Microdictyon,45
20,s1360,1334,CRED-Neomeris spp,Neomeris,37
21,s1360,1324,CRED-Brown macroalgae,Macroalgae,25
22,s1360,1355,CRED-Asparagopsis spp,Asparagopsis,21
23,s1360,1264,CRED-Encrusting hard coral,Acropora,16
24,s1360,1341,CRED-CCA growing on rubble,Crustose coralline algae,15
25,s1360,1321,CRED-Unclassified sessile invertebrate,Other invertebrates,9
26,s1360,1300,CRED-Pavona spp_encrusting,Pavona,6
27,s1360,1352,CRED-Wand,Other,5
28,s1360,1342,CRED-Octocoral,Octocorallia,5
29,s1360,1293,CRED-Montipora spp_branching,Montipora,4
30,s1360,1295,CRED-Montipora spp_foliose,Montipora,4
31,s1360,1288,CRED-Leptoseris spp,Leptoseris,2
32,s1360,1319,CRED-Sponge,Sponge,2
33,s1360,1280,CRED-Fungia spp,Fungia,2
34,s1360,1320,CRED-Tunicate,Tunicate,2
35,s1360,1299,CRED-Pavona spp_massive,Pavona,2
36,s1360,1308,CRED-Porites spp_foliose,Porites,1
37,s1360,1326,CRED-Avrainvillea spp,Avrainvillea,1
38,s1360,1262,CRED-Branching hard coral,Acroporidae,1
39,s1360,1287,CRED-Leptastrea spp,Leptastrea,1
0,s1368,184,Coral,Hard coral,1190
1,s1368,1561,Turf Algae (macroalgae),Turf algae,611
2,s1368,1647,Unknown,Unknown,448
3,s1368,141,Crustose coralline algae,Crustose coralline algae,338
4,s1368,434,Gracilaria salicornia,Gracilaria salicornia,161
5,s1368,369,Substrate: Unconsolidated : pebble/gravel,Bare substrate,130
6,s1368,1432,EAM: Dead Hard Coral,Dead coral,85
7,s1368,515,Rock,Rock,29
8,s1368,220,Codium,Codium,17
9,s1368,1040,Dictyosphaeria versluysii,Dictyosphaeria,16
10,s1368,3628,Dendropoma gregarium,,13
11,s1368,432,Avrainvillea,Avrainvillea,7
12,s1368,503,Dictyota,Dictyota,6
13,s1368,429,Sargassum,Sargassum,5
14,s1368,425,Cladophora sp.,Cladophora,3
15,s1368,584,Ulva,Ulva,3
16,s1368,342,Echinoderms: sea urchin,Sea urchin,3
17,s1368,1912,Silt_Mud_Sand,,3
18,s1368,3601,Coelothrix irregularis,,1
19,s1368,1164,Laurencia spp.,Laurencia,1
20,s1368,1041,Dictyosphaeria cavernosa,Dictyosphaeria,1
21,s1368,145,Sea cucumber,Sea cucumber,1
0,s1388,82,Turf algae,Turf algae,104416
1,s1388,84,Sand,Sand,15078
2,s1388,101,CCA (crustose coralline algae),Crustose coralline algae,13042
3,s1388,80,Soft Coral,Soft coral,11029
4,s1388,118,Unclear,Unknown,9028
