source_label_class_name,source_dataset_source,target_label_class_name,target_dataset_source,kingdom,phylum,order,family,genus,species,round,corymbose,brain,oval,massive,fleshy,encrusting,bushy,foliose,columnar,solitary,cup_coral,submassive,external_polyps,branching,plating,tubular,meandroid,lobed_brain,arborescent,digitate,free_living,phaceloid,tabular,bleached,algae,background,anthropogenic,trash,transect,transect_line,macroalgae,dark,class,human,sand,hard_substrate,live
duncanopsammia peltata,mermaid,,,animalia,cnidaria,scleractinia,dendrophylliidae,duncanopsammia,duncanopsammia_peltata,FALSE,FALSE,not_given,FALSE,not_given,not_given,TRUE,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,TRUE,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
dysidea,mermaid,,,animalia,porifera,dictyoceratida,dysideidae,dysidea,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE,TRUE
dysideidae,mermaid,,,animalia,porifera,dictyoceratida,dysideidae,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE,TRUE
echinometra,mermaid,,,animalia,echinodermata,camarodonta,echinometridae,echinometra,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,echinoidea,FALSE,FALSE,FALSE,TRUE
echinometra mathaei,mermaid,,,animalia,echinodermata,camarodonta,echinometridae,echinometra,echinometra_mathaei,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,echinoidea,FALSE,FALSE,FALSE,TRUE
echinometridae,mermaid,,,animalia,echinodermata,camarodonta,echinometridae,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,echinoidea,FALSE,FALSE,FALSE,TRUE
echinomorpha,mermaid,,,animalia,cnidaria,scleractinia,lobophylliidae,echinomorpha,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
echinophyllia,mermaid,,,animalia,cnidaria,scleractinia,lobophylliidae,echinophyllia,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
echinophyllia aspera,mermaid,,,animalia,cnidaria,scleractinia,lobophylliidae,echinophyllia,echinophyllia_aspera,FALSE,FALSE,not_given,FALSE,not_given,not_given,TRUE,FALSE,TRUE,not_given,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,not_given,not_given,FALSE,FALSE,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
echinopora,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,echinopora,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
echinopora lamellosa,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,echinopora,echinopora_lamellosa,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,TRUE,not_given,FALSE,FALSE,not_given,FALSE,not_given,TRUE,TRUE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
echinopora mammiformis,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,echinopora,echinopora_mammiformis,not_given,FALSE,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
echinothrix,mermaid,,,animalia,echinodermata,diadematoida,diadematidae,echinothrix,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,echinoidea,FALSE,FALSE,FALSE,TRUE
ecklonia,mermaid,,,not_given,ochrophyta,laminariales,lessoniaceae,ecklonia,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,phaeophyceae,FALSE,FALSE,FALSE,FALSE
ectyoplasia,mermaid,,,animalia,porifera,axinellida,raspailiidae,ectyoplasia,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE,TRUE
ectyoplasia ferox,mermaid,,,animalia,porifera,axinellida,raspailiidae,ectyoplasia,ectyoplasia_ferox,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,demospongiae,FALSE,FALSE,FALSE,TRUE
ellisella,mermaid,,,animalia,cnidaria,scleralcyonacea,ellisellidae,ellisella,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE,TRUE
ellisellidae,mermaid,,,animalia,cnidaria,scleralcyonacea,ellisellidae,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE,TRUE
enhalus acoroides,mermaid,,,plantae,not_given,alismatales,hydrocharitaceae,enhalus,enhalus_acoroides,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE
epilithic algal matrix,mermaid,,,none,none,none,none,none,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,not_given,FALSE,none,FALSE,FALSE,FALSE,FALSE
erythrastrea,mermaid,,,animalia,cnidaria,scleractinia,faviidae,erythrastrea,not_given,FALSE,FALSE,TRUE,FALSE,TRUE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,TRUE,TRUE,FALSE,FALSE,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
erythropodiidae,mermaid,,,animalia,cnidaria,scleralcyonacea,erythropodiidae,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE,TRUE
erythropodium,mermaid,,,animalia,cnidaria,scleralcyonacea,erythropodiidae,erythropodium,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE,TRUE
erythropodium caribaeorum,mermaid,,,animalia,cnidaria,scleralcyonacea,erythropodiidae,erythropodium,erythropodium_caribaeorum,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE,TRUE
eucheuma,mermaid,,,not_given,rhodophyta,gigartinales,solieriaceae,eucheuma,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,florideophyceae,FALSE,FALSE,FALSE,FALSE
eunicea,mermaid,,,animalia,cnidaria,malacalcyonacea,plexauridae,eunicea,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE,TRUE
euphyllia,mermaid,,,animalia,cnidaria,scleractinia,euphylliidae,euphyllia,not_given,FALSE,FALSE,not_given,FALSE,not_given,TRUE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,TRUE,FALSE,not_given,FALSE,TRUE,not_given,FALSE,FALSE,not_given,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
euphylliidae,mermaid,,,animalia,cnidaria,scleractinia,euphylliidae,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
euplexaura,mermaid,,,animalia,cnidaria,malacalcyonacea,plexauridae,euplexaura,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,octocorallia,FALSE,FALSE,FALSE,TRUE
euryspongia,mermaid,,,animalia,porifera,dictyoceratida,dysideidae,euryspongia,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,keratosa,FALSE,FALSE,FALSE,TRUE
eusmilia,mermaid,,,animalia,cnidaria,scleractinia,meandrinidae,eusmilia,not_given,FALSE,FALSE,not_given,FALSE,TRUE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,TRUE,TRUE,FALSE,FALSE,not_given,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
eusmilia fastigiata,mermaid,,,animalia,cnidaria,scleractinia,meandrinidae,eusmilia,eusmilia_fastigiata,FALSE,FALSE,not_given,FALSE,TRUE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,TRUE,TRUE,FALSE,FALSE,not_given,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favia,mermaid,,,animalia,cnidaria,scleractinia,faviidae,favia,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favia fragum,mermaid,,,animalia,cnidaria,scleractinia,faviidae,favia,favia_fragum,FALSE,FALSE,not_given,FALSE,TRUE,not_given,TRUE,FALSE,FALSE,not_given,FALSE,FALSE,TRUE,FALSE,FALSE,not_given,FALSE,TRUE,not_given,FALSE,FALSE,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
faviidae,mermaid,,,animalia,cnidaria,scleractinia,faviidae,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favites,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,favites,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favites abdita,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,favites,favites_abdita,not_given,not_given,not_given,not_given,TRUE,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favites acuticollis,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,favites,favites_acuticollis,FALSE,FALSE,not_given,FALSE,TRUE,not_given,TRUE,not_given,not_given,not_given,FALSE,FALSE,TRUE,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favites chinensis,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,favites,favites_chinensis,not_given,not_given,not_given,not_given,TRUE,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favites complanata,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,favites,favites_complanata,not_given,not_given,not_given,not_given,TRUE,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favites flexuosa,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,favites,favites_flexuosa,not_given,FALSE,not_given,not_given,TRUE,not_given,not_given,FALSE,not_given,not_given,FALSE,FALSE,TRUE,FALSE,not_given,TRUE,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favites halicora,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,favites,favites_halicora,not_given,not_given,not_given,not_given,TRUE,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favites micropentagonus,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,favites,favites_micropentagonus,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favites pentagona,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,favites,favites_pentagona,FALSE,FALSE,not_given,FALSE,TRUE,not_given,TRUE,not_given,not_given,not_given,FALSE,FALSE,TRUE,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favites stylifera,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,favites,favites_stylifera,FALSE,FALSE,not_given,FALSE,TRUE,not_given,TRUE,not_given,not_given,not_given,FALSE,FALSE,TRUE,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
favites valenciennesii,mermaid,,,animalia,cnidaria,scleractinia,merulinidae,favites,favites_valenciennesii,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
fimbriaphyllia,mermaid,,,animalia,cnidaria,scleractinia,euphylliidae,fimbriaphyllia,not_given,FALSE,FALSE,not_given,FALSE,not_given,TRUE,TRUE,not_given,not_given,not_given,FALSE,FALSE,not_given,TRUE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
fishing net,mermaid,,,none,none,none,none,none,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,none,FALSE,FALSE,FALSE,FALSE
foraminifera,mermaid,,,not_given,retaria,not_given,not_given,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE
fungia,mermaid,,,animalia,cnidaria,scleractinia,fungiidae,fungia,not_given,TRUE,FALSE,FALSE,TRUE,FALSE,not_given,not_given,not_given,not_given,not_given,TRUE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
fungiidae,mermaid,fungiidae alive,coralscapes_v2,animalia,cnidaria,scleractinia,fungiidae,not_given,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
galaxaura,mermaid,,,not_given,rhodophyta,nemaliales,galaxauraceae,galaxaura,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,florideophyceae,FALSE,FALSE,FALSE,FALSE
galaxaura rugosa,mermaid,,,not_given,rhodophyta,nemaliales,galaxauraceae,galaxaura,galaxaura_rugosa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,florideophyceae,FALSE,FALSE,FALSE,FALSE
galaxauraceae,mermaid,,,not_given,rhodophyta,nemaliales,galaxauraceae,not_given,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,florideophyceae,FALSE,FALSE,FALSE,FALSE
galaxea,mermaid,galaxea alive,coralscapes_v2,animalia,cnidaria,scleractinia,euphylliidae,galaxea,not_given,FALSE,FALSE,not_given,FALSE,TRUE,not_given,TRUE,not_given,not_given,not_given,FALSE,FALSE,TRUE,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
galaxea astreata,mermaid,,,animalia,cnidaria,scleractinia,euphylliidae,galaxea,galaxea_astreata,FALSE,FALSE,not_given,FALSE,not_given,not_given,TRUE,not_given,not_given,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
galaxea fascicularis,mermaid,,,animalia,cnidaria,scleractinia,euphylliidae,galaxea,galaxea_fascicularis,not_given,not_given,not_given,not_given,TRUE,not_given,not_given,not_given,not_given,not_given,FALSE,FALSE,TRUE,FALSE,not_given,not_given,FALSE,not_given,not_given,not_given,not_given,not_given,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
gardineroseris,mermaid,,,animalia,cnidaria,scleractinia,agariciidae,gardineroseris,not_given,FALSE,FALSE,not_given,FALSE,TRUE,not_given,TRUE,not_given,not_given,not_given,FALSE,FALSE,TRUE,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
gardineroseris planulata,mermaid,,,animalia,cnidaria,scleractinia,agariciidae,gardineroseris,gardineroseris_planulata,FALSE,FALSE,not_given,FALSE,TRUE,not_given,TRUE,not_given,not_given,not_given,FALSE,FALSE,TRUE,FALSE,FALSE,not_given,FALSE,not_given,not_given,FALSE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hexacorallia,FALSE,FALSE,FALSE,TRUE
gelidiella,mermaid,,,not_given,rhodophyta,gelidiales,gelidiellaceae,gelidiella,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,not_given,FALSE,FALSE,FALSE,FALSE,FALSE,florideophyceae,FALSE,FALSE,FALSE,FALSE
