,Label ID,Num Annotations,Num Images,Source ID
5,3459,2,2,s4692
6,7371,15,3,s4692
7,7372,10,3,s4692
0,60,15,10,s4710
1,61,4,3,s4710
2,63,6,6,s4710
3,64,187,97,s4710
4,65,22,14,s4710
5,67,17,6,s4710
6,68,171,56,s4710
7,71,21,13,s4710
8,72,333,201,s4710
9,73,4220,946,s4710
10,75,37,18,s4710
11,79,2148,442,s4710
12,82,33390,2923,s4710
13,84,5305,894,s4710
14,101,13856,2541,s4710
15,109,4,4,s4710
16,115,274,111,s4710
17,116,421,199,s4710
18,117,2163,745,s4710
19,128,114,57,s4710
20,133,40,21,s4710
21,138,28,20,s4710
22,145,4,3,s4710
23,164,141,28,s4710
24,176,1,1,s4710
25,185,519,285,s4710
26,187,834,269,s4710
27,189,126,51,s4710
28,190,114,77,s4710
29,191,91,67,s4710
30,192,75,49,s4710
31,194,3,3,s4710
32,199,53,33,s4710
33,204,956,269,s4710
34,220,9,4,s4710
35,222,6788,2048,s4710
36,227,91,70,s4710
37,237,1250,741,s4710
38,238,13,8,s4710
39,239,544,354,s4710
40,242,75,23,s4710
41,280,90,63,s4710
42,281,17,11,s4710
43,324,1975,844,s4710
44,342,263,166,s4710
45,403,80,40,s4710
46,422,28,27,s4710
47,423,8,5,s4710
48,428,10,9,s4710
49,435,403,165,s4710
50,456,30,22,s4710
51,460,98,88,s4710
52,461,2,2,s4710
53,503,493,120,s4710
54,554,344,116,s4710
55,602,958,217,s4710
56,608,69,46,s4710
57,609,25,8,s4710
58,610,1,1,s4710
59,620,1,1,s4710
60,621,241,130,s4710
61,623,32,28,s4710
62,635,2795,827,s4710
63,637,222,158,s4710
64,638,5,3,s4710
65,760,212,134,s4710
66,790,1,1,s4710
67,792,266,120,s4710
68,974,1,1,s4710
69,989,1,1,s4710
70,1164,1,1,s4710
71,1175,2626,714,s4710
72,1282,65,15,s4710
73,1306,9479,2220,s4710
74,1313,117,85,s4710
75,1336,986,281,s4710
76,1413,1,1,s4710
77,1431,2,2,s4710
78,1457,4266,1025,s4710
79,1458,838,395,s4710
80,1459,149,66,s4710
81,1591,8,7,s4710
82,1601,419,76,s4710
83,1609,394,234,s4710
84,1647,1,1,s4710
85,1648,1,1,s4710
86,1798,63,18,s4710
87,1829,8,8,s4710
88,1868,4,4,s4710
89,2040,20,7,s4710
90,2051,2211,682,s4710
91,2100,289,217,s4710
92,2164,18,12,s4710
93,2168,38,31,s4710
94,2513,49190,3797,s4710
95,2514,7,7,s4710
96,2520,402,129,s4710
97,2541,2,2,s4710
98,2562,1,1,s4710
99,2616,4,2,s4710
100,2619,27393,1911,s4710
101,3030,102,73,s4710
102,3209,27,22,s4710
103,3314,42,26,s4710
104,3440,627,178,s4710
105,3458,2,2,s4710
106,3459,9,3,s4710
107,3461,5,3,s4710
108,3533,192,52,s4710
109,3591,99,76,s4710
110,3598,16,2,s4710
111,3615,672,393,s4710
112,3643,68,28,s4710
113,3930,15,9,s4710
114,4302,763,69,s4710
115,4460,27,24,s4710
116,4550,1,1,s4710
117,4736,2,1,s4710
118,4929,89,72,s4710
119,5034,2222,558,s4710
120,5037,20,14,s4710
121,5069,299,133,s4710
122,5092,60,18,s4710
123,5235,316,197,s4710
124,5291,15226,2651,s4710
125,5829,1,1,s4710
126,5947,16,14,s4710
127,7250,1,1,s4710
128,7519,5,5,s4710
129,8346,34,29,s4710
130,8347,3174,1045,s4710
131,8348,4,4,s4710
132,8350,101,85,s4710
133,8353,1,1,s4710
134,8357,157,114,s4710
135,8359,114,24,s4710
136,8363,1,1,s4710
137,8365,3,2,s4710
138,8373,1299,402,s4710
139,8409,1618,714,s4710
140,8410,33,26,s4710
0,84,19298,851,s4715
1,91,141,13,s4715
2,94,657,51,s4715
3,102,13,5,s4715
4,105,201,67,s4715
5,139,294,28,s4715
6,237,86,14,s4715
7,239,17,3,s4715
8,242,64,7,s4715
9,343,167,60,s4715
10,515,154,25,s4715
11,533,200,8,s4715
12,1457,442,102,s4715
13,2114,25,6,s4715
14,3123,16,12,s4715
0,80,11,2,s4716
1,84,2586,164,s4716
2,91,252,42,s4716
3,94,1032,61,s4716
4,101,50,4,s4716
5,102,16,6,s4716
6,105,17,7,s4716
7,139,673,85,s4716
8,237,36,10,s4716
9,239,4,1,s4716
10,242,8,3,s4716
11,343,68,29,s4716
12,403,6,2,s4716
13,515,304,40,s4716
14,1413,30,9,s4716
15,1457,253,32,s4716
16,2114,4,1,s4716
0,84,1278,61,s4717
1,91,15,5,s4717
2,94,5,3,s4717
3,102,2,1,s4717
4,105,17,8,s4717
5,139,131,11,s4717
6,237,1,1,s4717
7,242,41,2,s4717
8,533,25,1,s4717
9,1457,35,10,s4717
0,80,25,1,s4718
1,82,8,1,s4718
2,84,11287,534,s4718
3,91,170,43,s4718
4,94,1263,67,s4718
5,101,134,25,s4718
6,102,35,14,s4718
7,105,18,4,s4718
8,139,1004,160,s4718
9,237,10,2,s4718
10,239,12,3,s4718
11,242,33,6,s4718
12,343,44,13,s4718
13,403,35,13,s4718
14,515,69,21,s4718
15,1413,7,5,s4718
16,1457,349,38,s4718
17,2114,120,13,s4718
18,3123,227,39,s4718
0,80,50,16,s4719
1,82,46,10,s4719
2,84,9181,600,s4719
3,91,197,50,s4719
4,94,3128,236,s4719
5,101,3,1,s4719
6,102,46,18,s4719
7,105,8,5,s4719
8,139,4248,423,s4719
9,237,5,3,s4719
10,239,5,3,s4719
11,242,12,1,s4719
12,343,50,9,s4719
13,403,180,41,s4719
14,515,175,74,s4719
15,533,26,2,s4719
16,1457,665,111,s4719
17,2114,154,11,s4719
18,3123,46,11,s4719
0,59,21,11,s4720
1,63,3,2,s4720
2,70,59,20,s4720
3,74,9,7,s4720
4,82,18,6,s4720
5,84,304,41,s4720
6,88,29,6,s4720
7,89,4,3,s4720
8,101,12,8,s4720
9,127,13,4,s4720
10,132,44,13,s4720
11,403,1,1,s4720
12,442,3,2,s4720
13,444,11,7,s4720
14,450,1,1,s4720
15,1430,3,1,s4720
16,1946,15,9,s4720
17,1966,5,3,s4720
18,2878,33,14,s4720
19,3186,49,17,s4720
20,3354,2,1,s4720
21,3438,838,59,s4720
22,4475,47,18,s4720
23,4709,1,1,s4720
0,60,5,4,s4721
1,61,3,2,s4721
2,63,6,6,s4721
3,64,68,43,s4721
4,65,17,11,s4721
5,67,14,5,s4721
6,68,63,45,s4721
7,71,9,6,s4721
8,72,383,227,s4721
9,73,1550,454,s4721
10,75,18,12,s4721
11,79,634,179,s4721
12,82,31763,2828,s4721
13,84,6543,1007,s4721
14,101,14181,2548,s4721
15,109,4,4,s4721
16,115,285,142,s4721
17,116,241,120,s4721
18,117,870,398,s4721
19,128,111,57,s4721
20,133,19,12,s4721
21,138,24,19,s4721
22,145,4,3,s4721
23,164,85,12,s4721
24,176,2,2,s4721
25,185,154,88,s4721
26,187,168,41,s4721
27,189,18,15,s4721
28,190,56,34,s4721
29,191,42,36,s4721
30,192,20,15,s4721
31,194,3,3,s4721
32,199,7,2,s4721
33,204,352,90,s4721
34,220,9,4,s4721
35,222,7155,2073,s4721
36,227,90,70,s4721
37,237,375,279,s4721
38,238,11,6,s4721
39,239,328,218,s4721
40,242,10,5,s4721
41,280,73,51,s4721
42,281,12,7,s4721
43,324,1875,815,s4721
44,342,9,8,s4721
45,403,116,75,s4721
46,422,92,78,s4721
47,423,8,5,s4721
48,428,10,9,s4721
49,435,395,174,s4721
50,456,22,15,s4721
51,460,106,96,s4721
52,461,1,1,s4721
53,503,494,121,s4721
54,554,151,20,s4721
55,602,516,135,s4721
56,608,60,40,s4721
57,609,5,3,s4721
58,621,119,61,s4721
59,623,3,2,s4721
60,635,2780,830,s4721
61,637,189,145,s4721
62,638,451,282,s4721
63,760,37,27,s4721
64,790,1,1,s4721
65,792,266,120,s4721
66,989,1,1,s4721
67,1164,1,1,s4721
68,1175,2313,622,s4721
69,1282,43,10,s4721
70,1306,6208,1708,s4721
71,1313,117,85,s4721
72,1336,979,283,s4721
73,1413,1,1,s4721
74,1431,2,2,s4721
75,1457,3792,851,s4721
76,1458,795,367,s4721
77,1459,122,51,s4721
78,1591,5,5,s4721
79,1600,334,126,s4721
80,1601,450,92,s4721
81,1609,142,89,s4721
82,1647,1,1,s4721
83,1648,1,1,s4721
84,1798,61,17,s4721
85,1829,7,7,s4721
86,1868,1,1,s4721
87,2040,20,7,s4721
88,2051,3004,892,s4721
89,2100,304,232,s4721
90,2164,18,12,s4721
91,2168,38,31,s4721
92,2513,49832,3803,s4721
93,2514,7,7,s4721
94,2520,545,210,s4721
95,2541,2,2,s4721
96,2562,1,1,s4721
97,2616,2,1,s4721
98,2619,26899,1937,s4721
99,3030,81,54,s4721
100,3209,11,6,s4721
101,3314,23,16,s4721
102,3440,602,165,s4721
103,3458,1,1,s4721
104,3461,1,1,s4721
105,3533,50,13,s4721
106,3591,158,92,s4721
107,3598,16,2,s4721
108,3615,705,418,s4721
109,3643,68,28,s4721
110,3808,1204,302,s4721
111,3930,17,11,s4721
112,4302,791,88,s4721
113,4460,33,26,s4721
114,4550,1432,476,s4721
115,4736,2,1,s4721
116,4929,72,58,s4721
117,5034,617,218,s4721
118,5037,9,7,s4721
119,5069,97,45,s4721
120,5092,34,14,s4721
121,5235,317,203,s4721
122,5291,15988,2717,s4721
123,5581,362,173,s4721
124,5947,16,14,s4721
125,6086,22,19,s4721
126,7250,1,1,s4721
127,7519,4,4,s4721
128,8346,34,29,s4721
129,8347,3059,992,s4721
130,8348,4,4,s4721
131,8350,91,75,s4721
132,8353,1,1,s4721
133,8357,112,88,s4721
134,8359,112,24,s4721
135,8362,316,102,s4721
136,8363,1854,560,s4721
137,8364,8,7,s4721
138,8365,5488,1238,s4721
139,8366,494,165,s4721
140,8367,981,243,s4721
141,8369,3,2,s4721
142,8370,440,136,s4721
143,8371,2548,571,s4721
144,8373,236,95,s4721
145,8409,1519,665,s4721
146,8410,27,20,s4721
0,80,3,2,s4724
1,82,139,22,s4724
2,84,12327,615,s4724
3,91,93,28,s4724
4,94,729,45,s4724
5,101,5,4,s4724
6,102,41,16,s4724
7,105,12,5,s4724
8,139,1088,93,s4724
9,237,25,4,s4724
10,242,10,2,s4724
11,343,30,16,s4724
12,515,50,8,s4724
13,533,25,1,s4724
14,1413,9,2,s4724
15,1457,725,85,s4724
16,2114,1899,200,s4724
17,3123,15,14,s4724
0,82,17,6,s4725
1,84,2504,127,s4725
2,91,10,4,s4725
3,94,44,11,s4725
4,102,5,3,s4725
5,105,116,23,s4725
6,139,329,19,s4725
7,242,26,3,s4725
8,343,30,10,s4725
9,515,93,12,s4725
10,1457,43,19,s4725
11,3123,8,3,s4725
0,80,50,9,s4726
1,82,134,19,s4726
2,84,5758,331,s4726
3,91,243,50,s4726
4,94,2435,135,s4726
5,101,17,6,s4726
6,102,15,9,s4726
7,105,12,4,s4726
8,139,820,115,s4726
9,237,48,8,s4726
10,239,2,1,s4726
11,242,24,4,s4726
12,343,114,35,s4726
13,403,43,10,s4726
14,515,26,10,s4726
15,533,57,6,s4726
16,1413,29,7,s4726
17,1457,680,75,s4726
18,2114,327,22,s4726
19,3123,164,25,s4726
20,3954,2,1,s4726
0,59,290,33,s4732
1,70,126,14,s4732
2,73,905,125,s4732
3,84,991,229,s4732
4,138,79,15,s4732
5,218,2,2,s4732
6,423,24,15,s4732
7,425,32,15,s4732
8,428,68,30,s4732
9,429,1911,284,s4732
10,435,4,2,s4732
11,503,381,133,s4732
12,1064,291,119,s4732
13,1133,74,31,s4732
14,1457,246,110,s4732
15,1591,25,13,s4732
16,1647,288,108,s4732
17,2473,215,57,s4732
18,2932,479,111,s4732
19,3209,20,7,s4732
20,3210,106,23,s4732
21,3453,979,395,s4732
22,3534,5956,698,s4732
23,3799,22,7,s4732
24,4450,7688,732,s4732
25,4794,526,56,s4732
26,5381,56,13,s4732
27,7723,786,93,s4732
28,8376,155,28,s4732
0,80,399,71,s4733
1,82,1212,174,s4733
2,84,14825,756,s4733
3,91,153,31,s4733
4,94,830,67,s4733
5,101,155,24,s4733
6,102,18,13,s4733
7,105,209,71,s4733
8,139,648,111,s4733
9,237,4,1,s4733
10,239,3,1,s4733
11,242,147,12,s4733
12,343,60,28,s4733
13,403,13,7,s4733
14,515,58,22,s4733
15,533,56,4,s4733
16,1457,483,144,s4733
17,2114,447,93,s4733
18,3123,79,30,s4733
19,3954,1,1,s4733
0,80,20,2,s4734
1,82,400,58,s4734
2,84,4945,343,s4734
3,91,318,56,s4734
4,94,2841,167,s4734
5,101,144,29,s4734
6,102,4,3,s4734
7,105,32,8,s4734
8,139,999,123,s4734
9,237,92,18,s4734
10,239,1,1,s4734
11,242,12,5,s4734
12,343,95,44,s4734
13,403,145,17,s4734
14,515,363,59,s4734
15,533,50,2,s4734
16,1413,12,3,s4734
17,1457,508,78,s4734
18,2114,279,17,s4734
19,3123,65,12,s4734
0,80,13,2,s4735
1,82,1,1,s4735
2,84,2722,177,s4735
3,91,89,31,s4735
4,94,555,36,s4735
5,101,212,27,s4735
6,102,1,1,s4735
7,139,1812,144,s4735
8,237,28,4,s4735
9,239,2,2,s4735
10,242,2,2,s4735
11,343,42,20,s4735
12,403,247,21,s4735
13,515,92,22,s4735
14,533,25,1,s4735
15,1413,25,10,s4735
16,1457,540,56,s4735
17,3123,17,5,s4735
0,204,2,1,s4750
1,600,7,1,s4750
2,1547,6,1,s4750
3,2059,7,1,s4750
4,2386,4,1,s4750
5,2485,4,1,s4750
0,92,3,1,s4754
1,515,1,1,s4754
0,84,7,6,s4758
1,89,235,43,s4758
2,101,4,4,s4758
3,444,226,38,s4758
4,449,10,1,s4758
5,450,23,1,s4758
6,515,11,1,s4758
7,1348,1643,55,s4758
8,1349,3,2,s4758
9,1571,13,3,s4758
10,1647,19,8,s4758
11,1827,6,3,s4758
0,84,67,14,s4759
1,89,8304,65,s4759
2,101,11,2,s4759
3,420,21,3,s4759
4,439,9,5,s4759
5,444,7002,62,s4759
6,449,175,8,s4759
7,450,1,1,s4759
8,1325,43,1,s4759
9,1348,49109,65,s4759
10,1349,145,5,s4759
11,1571,36,2,s4759
12,1647,67,23,s4759
13,1827,9,5,s4759
14,1865,1,1,s4759
0,80,65,14,s4761
1,82,164,26,s4761
2,84,15158,738,s4761
3,91,146,28,s4761
4,94,2212,141,s4761
5,101,301,42,s4761
6,105,149,32,s4761
7,139,944,124,s4761
8,237,28,5,s4761
9,239,19,4,s4761
10,242,4,4,s4761
11,343,62,21,s4761
12,403,7,4,s4761
13,515,224,44,s4761
14,533,275,11,s4761
15,1413,39,7,s4761
16,1457,317,52,s4761
17,2114,121,30,s4761
18,3123,88,45,s4761
19,3954,2,1,s4761
0,4272,10,1,s4765
0,82,350,39,s4767
1,101,20,7,s4767
2,102,20,11,s4767
3,109,27,4,s4767
4,168,77,12,s4767
5,169,41,11,s4767
6,170,2,2,s4767
7,171,14,5,s4767
8,172,16,12,s4767
9,173,8,3,s4767
10,533,76,28,s4767
11,974,11,7,s4767
12,2955,1,1,s4767
13,4573,133,18,s4767
14,8354,4,2,s4767
0,81,6,3,s4768
1,82,177,25,s4768
2,84,340,33,s4768
3,103,5,4,s4768
4,111,2,2,s4768
5,113,19,6,s4768
6,147,29,16,s4768
7,222,29,14,s4768
8,342,2,2,s4768
9,503,72,15,s4768
10,532,19,10,s4768
11,1176,2,2,s4768
12,1368,6,1,s4768
13,1369,5,3,s4768
14,1374,1,1,s4768
15,1376,1,1,s4768
16,1382,6,4,s4768
17,1383,24,12,s4768
18,1385,8,4,s4768
19,1388,4,2,s4768
20,1457,17,10,s4768
21,1601,3,2,s4768
22,1647,2,2,s4768
23,1742,1,1,s4768
24,1743,14,3,s4768
25,1768,1,1,s4768
26,1772,6,2,s4768
27,2543,8,4,s4768
28,2544,2,1,s4768
29,2545,4,3,s4768
30,3438,240,29,s4768
31,3796,31,13,s4768
32,6916,1,1,s4768
33,7867,1,1,s4768
0,8177,2,1,s4770
0,105,478,152,s4772
1,113,3,3,s4772
2,1176,8,2,s4772
3,1177,14,5,s4772
4,1368,25,13,s4772
5,1369,25,11,s4772
6,1370,127,37,s4772
7,1781,54,7,s4772
8,2428,2,1,s4772
9,2546,168,51,s4772
10,7647,9849,308,s4772
11,8743,4647,304,s4772
0,84,29794,745,s4779
1,94,1,1,s4779
2,102,2,1,s4779
3,222,82,45,s4779
4,302,6,2,s4779
5,304,7,3,s4779
6,311,23,12,s4779
7,337,3,2,s4779
8,353,1,1,s4779
9,360,1,1,s4779
10,523,110,61,s4779
11,811,403,75,s4779
12,1644,17,13,s4779
13,1807,48,13,s4779
14,2042,165,39,s4779
15,2246,3280,211,s4779
16,2567,177,52,s4779
17,3014,7,1,s4779
18,3359,204,64,s4779
19,4127,96,5,s4779
20,4128,58,25,s4779
21,4548,27,3,s4779
22,4602,767,144,s4779
23,5306,457,243,s4779
24,7035,21,14,s4779
25,7043,1658,104,s4779
26,7510,21,16,s4779
0,5162,207,12,s4782
0,81,1293,200,s4789
1,82,1382,239,s4789
2,101,315,109,s4789
3,102,110,65,s4789
4,105,1,1,s4789
5,110,58,36,s4789
6,113,7,6,s4789
7,118,307,60,s4789
8,119,62,26,s4789
9,138,1655,204,s4789
10,142,1,1,s4789
11,429,5,5,s4789
12,435,106,39,s4789
13,460,1,1,s4789
14,503,1,1,s4789
15,1357,191,52,s4789
16,1360,8,7,s4789
17,1385,5,2,s4789
18,1390,39,15,s4789
19,1766,1,1,s4789
20,1768,1,1,s4789
21,1788,1,1,s4789
22,2108,594,28,s4789
23,2457,4,4,s4789
24,2543,727,207,s4789
0,82,75,32,s4795
1,84,4116,802,s4795
2,101,8265,1320,s4795
3,105,690,289,s4795
4,111,100,26,s4795
5,113,461,159,s4795
6,140,14,10,s4795
7,147,5422,1306,s4795
8,342,117,91,s4795
9,353,1,1,s4795
10,390,5,5,s4795
11,395,1,1,s4795
12,401,388,166,s4795
13,456,1,1,s4795
14,474,167,48,s4795
15,508,1,1,s4795
16,642,66,32,s4795
17,687,1988,779,s4795
18,981,3,3,s4795
19,1188,41,31,s4795
20,1191,669,336,s4795
21,1358,10,6,s4795
22,1360,3,1,s4795
23,1368,36,16,s4795
24,1369,1327,255,s4795
25,1374,135,46,s4795
26,1376,3,3,s4795
27,1378,58,25,s4795
28,1381,216,87,s4795
29,1382,3,3,s4795
30,1383,936,225,s4795
31,1384,49,27,s4795
32,1385,3,1,s4795
33,1742,7,5,s4795
34,1768,56,18,s4795
35,1772,603,158,s4795
36,1781,88,39,s4795
37,1787,1,1,s4795
38,1788,1,1,s4795
39,1829,2,2,s4795
40,1914,19,15,s4795
41,1979,75,34,s4795
42,2541,6,6,s4795
43,2659,17,8,s4795
44,2962,38,21,s4795
45,3175,1891,676,s4795
46,3241,5,4,s4795
47,3563,29,21,s4795
48,3585,3,3,s4795
49,3619,316,182,s4795
50,4015,19,16,s4795
51,4145,203,161,s4795
52,4318,10,4,s4795
53,4424,26,19,s4795
54,4777,90,57,s4795
55,5670,87,42,s4795
56,5782,2,2,s4795
57,6042,335,121,s4795
58,6095,1,1,s4795
59,8204,24,19,s4795
60,8449,1603,509,s4795
0,138,1447,104,s4810
1,218,144,47,s4810
2,403,8,4,s4810
3,435,6,5,s4810
4,2546,14131,105,s4810
0,82,402,61,s4811
1,84,137,23,s4811
2,101,4,2,s4811
3,147,27,10,s4811
4,183,35,11,s4811
5,300,405,45,s4811
6,342,3,2,s4811
7,429,5,4,s4811
8,456,7,2,s4811
9,522,24,13,s4811
10,533,400,56,s4811
11,988,2,2,s4811
12,1128,1,1,s4811
13,1138,18,6,s4811
14,1145,54,21,s4811
15,1647,4,3,s4811
16,1853,24,15,s4811
17,2114,3,2,s4811
18,2371,7,2,s4811
19,2473,29,18,s4811
20,2884,9,6,s4811
21,2888,1,1,s4811
22,3563,7,2,s4811
23,7365,17,10,s4811
0,80,25,11,s4816
1,82,3627,328,s4816
2,84,5935,488,s4816
3,91,812,205,s4816
4,94,312,20,s4816
5,101,480,121,s4816
6,102,117,51,s4816
7,105,73,5,s4816
8,139,1629,149,s4816
9,237,148,64,s4816
10,239,31,21,s4816
11,343,53,16,s4816
12,403,470,46,s4816
13,515,706,179,s4816
14,1457,1887,245,s4816
15,2114,35,12,s4816
16,3123,9,9,s4816
17,3954,1,1,s4816
0,84,271,36,s4851
1,92,481,36,s4851
2,102,4,3,s4851
3,105,72,17,s4851
4,110,4,1,s4851
5,113,5,4,s4851
6,1368,7,2,s4851
7,1369,20,8,s4851
8,1370,22,6,s4851
9,1373,1,1,s4851
10,1374,13,4,s4851
0,80,46,14,s4858
1,84,34,12,s4858
2,91,331,34,s4858
3,102,20,7,s4858
4,515,1206,70,s4858
5,1457,43,10,s4858
6,1807,73,17,s4858
7,3085,422,58,s4858
8,3123,103,43,s4858
9,7880,32,8,s4858
0,84,2972,171,s4861
1,104,108,49,s4861
2,222,1571,341,s4861
3,569,51,21,s4861
4,701,15,2,s4861
5,815,5815,128,s4861
6,825,10,6,s4861
7,918,52,37,s4861
8,1026,4551,232,s4861
9,1027,5,2,s4861
10,1104,20,11,s4861
11,1799,1515,339,s4861
12,1829,27,17,s4861
13,1852,6443,693,s4861
14,2130,169,30,s4861
15,2462,40112,913,s4861
16,3127,84,43,s4861
17,3194,1582,37,s4861
18,3395,1689,389,s4861
19,3445,1639,58,s4861
20,3492,837,78,s4861
21,3595,8,7,s4861
22,3611,6,4,s4861
23,3629,37,25,s4861
24,3736,6,4,s4861
25,3811,1926,220,s4861
26,3952,18,7,s4861
27,3954,13,8,s4861
28,3956,320,55,s4861
29,3957,44,2,s4861
30,3959,94,57,s4861
31,3977,8,6,s4861
32,3988,56,42,s4861
33,3991,197,54,s4861
34,4015,316,118,s4861
35,4027,4,3,s4861
36,4051,39,29,s4861
37,4052,8,1,s4861
38,4062,64,5,s4861
39,4081,3743,419,s4861
40,4137,25,3,s4861
41,4145,392,127,s4861
42,4147,3091,331,s4861
43,4182,5,1,s4861
44,4525,1842,44,s4861
45,4529,1,1,s4861
46,4638,3,1,s4861
47,4796,19,1,s4861
48,5521,41,23,s4861
49,6024,404,24,s4861
50,6200,11477,475,s4861
51,7358,93,14,s4861
52,7363,12,12,s4861
53,7384,254,76,s4861
54,7386,6,5,s4861
55,7389,2,2,s4861
56,7390,377,44,s4861
57,7395,40,25,s4861
58,7396,472,38,s4861
59,7402,14,11,s4861
60,7406,33,17,s4861
61,7409,9,6,s4861
62,7410,306,78,s4861
63,7415,1,1,s4861
64,7416,350,76,s4861
65,7418,65,7,s4861
66,7419,42,12,s4861
67,7420,54,24,s4861
68,7421,143,16,s4861
69,7434,3,2,s4861
70,7437,25,7,s4861
71,7438,15,8,s4861
72,7439,3,2,s4861
73,7447,17,12,s4861
74,7448,21,11,s4861
75,7470,62,13,s4861
76,7472,12,2,s4861
77,7502,4,3,s4861
78,7662,961,31,s4861
79,7665,118,13,s4861
80,7667,2,2,s4861
81,7669,24,17,s4861
82,7675,180,9,s4861
83,7676,27,6,s4861
84,7710,22,18,s4861
85,7712,2,2,s4861
86,7713,9,4,s4861
87,7716,1056,116,s4861
88,7718,7,3,s4861
89,7719,309,53,s4861
90,7720,287,30,s4861
91,7732,4122,256,s4861
92,7932,127,31,s4861
93,7933,10,5,s4861
94,7985,61,4,s4861
95,8421,134,57,s4861
96,8554,3,2,s4861
97,8555,3,2,s4861
98,8556,60,14,s4861
99,8557,12,3,s4861
100,8558,12,7,s4861
101,8559,12,6,s4861
102,8560,9,7,s4861
103,8561,8,1,s4861
104,8563,8,7,s4861
105,8564,552,149,s4861
106,8565,165,10,s4861
107,8566,36,13,s4861
108,8567,3,1,s4861
109,8568,62,5,s4861
110,8569,2,1,s4861
111,8571,15,1,s4861
112,8572,4,3,s4861
113,8573,227,8,s4861
114,8574,426,33,s4861
115,8575,6,2,s4861
116,8576,11,1,s4861
117,8577,11,6,s4861
118,8578,26,15,s4861
119,8579,13,1,s4861
120,8581,178,17,s4861
121,8582,22,12,s4861
122,8583,14,13,s4861
123,8584,1,1,s4861
124,8585,2,2,s4861
125,8586,422,28,s4861
126,8587,242,33,s4861
127,8588,19,8,s4861
128,8589,1,1,s4861
129,8590,2,1,s4861
130,8592,5,2,s4861
131,8593,4,1,s4861
132,8594,38,8,s4861
133,8595,87,16,s4861
134,8596,13,8,s4861
135,8598,6,5,s4861
136,8599,40,31,s4861
137,8600,84,10,s4861
138,8601,3,2,s4861
139,8602,10,5,s4861
140,8603,3,2,s4861
141,8604,2,2,s4861
142,8605,15,13,s4861
143,8606,8,2,s4861
144,8607,43,20,s4861
145,8608,27,13,s4861
146,8609,62,10,s4861
147,8610,1,1,s4861
148,8611,10,2,s4861
149,8612,11,5,s4861
150,8613,4,1,s4861
151,8614,177,14,s4861
152,8615,61,14,s4861
153,8617,6,3,s4861
154,8618,142,14,s4861
155,8619,77,13,s4861
156,8620,8,3,s4861
157,8621,11,4,s4861
158,8622,489,8,s4861
159,8623,37,4,s4861
160,8624,3830,381,s4861
161,9089,198,29,s4861
162,9090,16,7,s4861
163,9091,8,6,s4861
164,9093,122,33,s4861
165,9094,85,9,s4861
166,9162,1,1,s4861
0,82,151,30,s4862
1,101,26,8,s4862
2,102,56,26,s4862
3,138,1,1,s4862
4,222,51,20,s4862
5,503,361,33,s4862
6,532,32,7,s4862
7,1359,2,2,s4862
8,1369,6,6,s4862
9,1385,2,2,s4862
10,1647,29,13,s4862
11,1742,1,1,s4862
12,1767,1,1,s4862
13,1827,2,2,s4862
14,2459,15,7,s4862
15,2543,79,22,s4862
16,2545,34,18,s4862
17,6042,1,1,s4862
0,80,248,26,s4878
1,82,281,66,s4878
2,84,14185,774,s4878
3,91,312,51,s4878
4,94,3648,230,s4878
5,101,49,14,s4878
6,102,8,5,s4878
7,105,52,21,s4878
8,139,1946,225,s4878
9,237,210,41,s4878
10,239,28,11,s4878
11,242,56,23,s4878
12,343,114,47,s4878
13,403,7,2,s4878
14,515,238,63,s4878
15,533,1097,44,s4878
16,1413,46,9,s4878
17,1457,643,89,s4878
18,2114,254,30,s4878
19,3123,1328,71,s4878
0,79,2,2,s4882
1,80,133,47,s4882
2,81,159,71,s4882
3,82,2485,412,s4882
4,84,17,7,s4882
5,101,1254,360,s4882
6,102,470,201,s4882
7,105,4,4,s4882
8,111,3,3,s4882
9,113,62,42,s4882
10,133,68,24,s4882
11,146,22,11,s4882
12,396,1,1,s4882
13,403,272,111,s4882
14,515,863,284,s4882
15,1146,5,4,s4882
16,1176,23,11,s4882
17,1177,11,9,s4882
18,1368,6,4,s4882
19,1369,53,20,s4882
20,1370,9,6,s4882
21,1374,3,1,s4882
22,1457,74,25,s4882
23,1488,7,2,s4882
24,1742,3,3,s4882
25,1772,10,3,s4882
26,1788,3,2,s4882
27,1827,144,123,s4882
28,1911,1,1,s4882
29,2089,2,2,s4882
30,2546,386,165,s4882
31,2618,93,37,s4882
32,2619,7,4,s4882
33,2621,4,3,s4882
34,2622,41,14,s4882
35,2626,88,54,s4882
36,2872,819,336,s4882
37,3030,2,1,s4882
38,3175,173,50,s4882
39,3305,14,8,s4882
40,3563,35,31,s4882
41,3623,6,3,s4882
42,6564,8,6,s4882
0,80,15,14,s4890
1,81,1426,136,s4890
2,82,1004,151,s4890
3,91,3,3,s4890
4,101,1970,175,s4890
5,102,371,68,s4890
6,107,54,32,s4890
7,119,2,2,s4890
8,204,48,7,s4890
9,221,129,47,s4890
10,236,1201,182,s4890
11,237,204,24,s4890
12,238,11,3,s4890
13,239,536,139,s4890
14,515,15,11,s4890
15,602,221,40,s4890
16,633,10,5,s4890
17,1126,12,6,s4890
18,2101,892,201,s4890
19,3095,9,5,s4890
20,3097,76,38,s4890
21,4573,12589,210,s4890
22,4951,2,2,s4890
