,Label ID,Num Annotations,Num Images,Source ID
0,81,911,57,s1073
1,84,4073,101,s1073
2,89,1166,35,s1073
3,105,827,66,s1073
4,124,22420,206,s1073
5,141,404,44,s1073
6,342,10,5,s1073
7,353,1,1,s1073
8,438,490,11,s1073
9,439,140,10,s1073
10,444,360,21,s1073
11,448,39,2,s1073
12,450,33,4,s1073
13,460,2,1,s1073
14,635,8691,125,s1073
15,638,1,1,s1073
16,1827,1779,176,s1073
17,1913,3239,123,s1073
18,2182,1,1,s1073
19,2184,5,2,s1073
20,2185,10,3,s1073
21,2206,72,3,s1073
22,2208,57,2,s1073
23,2214,22,3,s1073
24,2216,59,12,s1073
25,2217,187,5,s1073
26,2465,1,1,s1073
0,81,1387,108,s1076
1,84,763,9,s1076
2,89,2023,34,s1076
3,102,2,1,s1076
4,105,466,16,s1076
5,124,34373,201,s1076
6,141,9,2,s1076
7,145,25,4,s1076
8,403,62,19,s1076
9,428,3,1,s1076
10,434,330,35,s1076
11,438,406,20,s1076
12,439,5,1,s1076
13,444,477,23,s1076
14,448,122,17,s1076
15,450,205,6,s1076
16,1041,1,1,s1076
17,1827,326,25,s1076
18,1913,281,32,s1076
19,2184,253,7,s1076
20,2185,68,3,s1076
21,2193,68,2,s1076
22,2200,28,1,s1076
23,2201,3,1,s1076
24,2216,102,3,s1076
25,2217,9,1,s1076
26,2464,2,2,s1076
27,2465,1,1,s1076
0,63,13,12,s109
1,64,13,6,s109
2,66,40,12,s109
3,67,61,43,s109
4,78,1,1,s109
5,82,98650,3910,s109
6,84,27205,2181,s109
7,95,1250,186,s109
8,96,77,44,s109
9,101,10234,2265,s109
10,102,259,185,s109
11,103,23,4,s109
12,104,418,83,s109
13,105,72,54,s109
14,107,81,51,s109
15,118,3,3,s109
16,124,38,11,s109
17,131,29217,2604,s109
18,133,26,12,s109
19,138,1,1,s109
20,143,754,378,s109
21,144,12,3,s109
22,145,16,5,s109
23,179,4,3,s109
24,180,66,34,s109
25,218,32,21,s109
26,222,2508,1134,s109
27,226,36,18,s109
28,227,1,1,s109
29,239,3,3,s109
30,310,178,108,s109
31,311,66,51,s109
32,312,7,6,s109
33,322,329,170,s109
34,323,9535,966,s109
35,324,587,59,s109
36,325,7,4,s109
37,342,486,298,s109
38,344,3,2,s109
39,369,1804,68,s109
40,401,12,7,s109
41,403,95,77,s109
42,417,40,29,s109
43,418,8,8,s109
44,419,11,8,s109
45,421,2,2,s109
46,422,1,1,s109
47,423,8,6,s109
48,425,2,2,s109
49,426,10,9,s109
50,428,27,20,s109
51,429,1,1,s109
52,433,42,1,s109
53,435,5,4,s109
54,438,1297,593,s109
55,439,3,1,s109
56,440,437,174,s109
57,441,1,1,s109
58,442,35,25,s109
59,443,21,11,s109
60,444,7772,995,s109
61,445,1,1,s109
62,447,834,33,s109
63,448,17,12,s109
64,449,148,19,s109
65,450,2800,510,s109
66,451,7,3,s109
67,452,15,6,s109
68,454,2,1,s109
69,456,3,3,s109
70,555,29,11,s109
71,558,64,12,s109
72,559,130,19,s109
73,560,222,32,s109
74,561,234,20,s109
75,562,1,1,s109
76,563,31,6,s109
77,564,16,4,s109
0,80,2,1,s1162
1,105,2,1,s1162
2,204,10,3,s1162
3,626,11,4,s1162
0,80,1,1,s1184
1,81,26,8,s1184
2,105,6,4,s1184
3,204,11,5,s1184
4,461,4,3,s1184
5,1457,1,1,s1184
6,1913,1,1,s1184
0,81,6,3,s1212
1,84,3,3,s1212
2,105,4,3,s1212
3,461,2,1,s1212
4,626,6,3,s1212
5,1913,5,5,s1212
6,3186,3,3,s1212
7,3283,1,1,s1212
0,80,39,9,s1264
1,82,61,8,s1264
2,101,27,4,s1264
3,139,2,2,s1264
4,1647,4,4,s1264
5,3297,191,10,s1264
6,3298,31,9,s1264
7,3302,38,8,s1264
8,3458,7,5,s1264
0,80,23,9,s1265
1,82,15,4,s1265
2,101,23,7,s1265
3,139,3,3,s1265
4,1444,22,6,s1265
5,1647,52,10,s1265
6,2546,24,9,s1265
7,3297,173,10,s1265
8,3298,14,7,s1265
9,3302,30,8,s1265
10,3458,21,8,s1265
0,80,28,10,s1266
1,82,104,10,s1266
2,460,1,1,s1266
3,1647,27,7,s1266
4,2546,1,1,s1266
5,3297,212,10,s1266
6,3298,6,4,s1266
7,3302,3,3,s1266
8,3458,18,6,s1266
0,80,3,3,s1268
1,82,53,8,s1268
2,101,1,1,s1268
3,139,2,1,s1268
4,1444,2,2,s1268
5,1647,22,8,s1268
6,2546,71,8,s1268
7,3297,33,7,s1268
8,3298,120,10,s1268
9,3302,76,10,s1268
10,3458,17,6,s1268
0,80,3,3,s1269
1,82,124,10,s1269
2,101,23,4,s1269
3,139,10,4,s1269
4,1647,10,5,s1269
5,2546,1,1,s1269
6,3297,46,10,s1269
7,3298,130,9,s1269
8,3302,34,10,s1269
9,3458,19,8,s1269
0,82,202,10,s1270
1,101,3,1,s1270
2,139,2,1,s1270
3,460,1,1,s1270
4,1444,7,4,s1270
5,1647,5,5,s1270
6,2546,4,2,s1270
7,3297,24,6,s1270
8,3298,81,7,s1270
9,3302,61,9,s1270
10,3458,10,5,s1270
0,82,56,9,s1271
1,139,42,9,s1271
2,342,2,1,s1271
3,1647,29,9,s1271
4,2232,5,4,s1271
5,2546,1,1,s1271
6,3297,30,6,s1271
7,3298,107,10,s1271
8,3302,61,10,s1271
9,3458,67,10,s1271
0,82,15,3,s1272
1,139,4,2,s1272
2,1444,25,7,s1272
3,1647,26,8,s1272
4,2232,1,1,s1272
5,3297,63,6,s1272
6,3298,97,10,s1272
7,3302,144,10,s1272
8,3458,25,7,s1272
0,82,27,5,s1273
1,1444,25,7,s1273
2,1647,20,5,s1273
3,2232,2,1,s1273
4,3297,65,8,s1273
5,3298,90,10,s1273
6,3302,122,10,s1273
7,3458,49,9,s1273
0,80,37,5,s1274
1,82,104,10,s1274
2,101,9,5,s1274
3,139,3,3,s1274
4,1444,16,5,s1274
5,1647,43,10,s1274
6,2232,3,3,s1274
7,2546,1,1,s1274
8,3297,11,4,s1274
9,3298,72,10,s1274
10,3302,13,7,s1274
11,3458,88,10,s1274
0,80,54,7,s1276
1,82,10,4,s1276
2,460,1,1,s1276
3,1444,111,10,s1276
4,1647,16,4,s1276
5,2546,24,6,s1276
6,3297,2,2,s1276
7,3298,70,10,s1276
8,3302,18,7,s1276
9,3458,94,10,s1276
0,80,52,8,s1277
1,82,100,10,s1277
2,101,17,9,s1277
3,1647,18,8,s1277
4,2232,22,9,s1277
5,2546,3,3,s1277
6,3297,13,4,s1277
7,3298,61,9,s1277
8,3302,29,9,s1277
9,3458,85,10,s1277
0,1262,31,29,s1288
1,1263,96,78,s1288
2,1264,944,834,s1288
3,1265,385,115,s1288
4,1267,178,148,s1288
5,1268,73,66,s1288
6,1269,11539,4302,s1288
7,1270,4324,1228,s1288
8,1271,2728,1299,s1288
9,1272,228,137,s1288
10,1273,75,67,s1288
11,1274,320,83,s1288
12,1275,108,45,s1288
13,1276,204,110,s1288
14,1278,2460,1646,s1288
15,1279,798,615,s1288
16,1280,438,361,s1288
17,1281,451,376,s1288
18,1282,63,33,s1288
19,1283,2049,1289,s1288
20,1284,6,5,s1288
21,1285,344,230,s1288
22,1286,1508,562,s1288
23,1287,734,545,s1288
24,1288,34,32,s1288
25,1289,749,292,s1288
26,1290,801,559,s1288
27,1291,84,44,s1288
28,1292,676,273,s1288
29,1293,38,27,s1288
30,1294,18417,8659,s1288
31,1295,2929,1316,s1288
32,1297,21,18,s1288
33,1298,65,24,s1288
34,1299,873,540,s1288
35,1300,1301,1043,s1288
36,1301,2,2,s1288
37,1302,594,454,s1288
38,1304,5872,4146,s1288
39,1305,2133,901,s1288
40,1306,7379,2983,s1288
41,1307,3101,2094,s1288
42,1308,2555,1248,s1288
43,1309,442,267,s1288
44,1310,129,83,s1288
45,1311,28,24,s1288
46,1312,880,412,s1288
47,1313,2,2,s1288
48,1314,21,19,s1288
49,1315,4,4,s1288
50,1316,2,2,s1288
51,1317,1926,490,s1288
52,1318,72,54,s1288
53,1319,769,588,s1288
54,1320,278,217,s1288
55,1321,25,24,s1288
56,1322,428,228,s1288
57,1323,230,137,s1288
58,1324,23,13,s1288
59,1325,1421,787,s1288
60,1326,11,8,s1288
61,1327,1221,932,s1288
62,1328,13,12,s1288
63,1329,118,77,s1288
64,1330,498,396,s1288
65,1331,8647,4579,s1288
66,1332,2630,1614,s1288
67,1333,3218,1297,s1288
68,1334,1,1,s1288
69,1335,3,2,s1288
70,1336,33686,15312,s1288
71,1337,5512,3510,s1288
72,1338,133,112,s1288
73,1339,1,1,s1288
74,1340,64148,21633,s1288
75,1341,2809,1575,s1288
76,1342,3618,1359,s1288
77,1344,616,203,s1288
78,1345,1883,1568,s1288
79,1346,674,255,s1288
80,1347,7253,3141,s1288
81,1348,72195,22047,s1288
82,1349,6359,3015,s1288
83,1350,331,313,s1288
84,1351,38,34,s1288
85,1352,250,219,s1288
86,1353,10557,7739,s1288
87,1354,1874,1456,s1288
88,1355,25,23,s1288
89,3499,939,803,s1288
90,3500,157,136,s1288
91,7011,4,4,s1288
0,82,1284,93,s1300
1,89,324,67,s1300
2,141,60,25,s1300
3,439,528,70,s1300
4,440,713,88,s1300
5,441,17,9,s1300
6,442,2,1,s1300
7,443,6,4,s1300
8,446,152,29,s1300
9,450,31,20,s1300
10,460,2,2,s1300
11,1030,1,1,s1300
12,1035,11,3,s1300
13,1647,726,92,s1300
14,1788,201,49,s1300
15,1913,26,14,s1300
16,2186,483,58,s1300
17,2193,56,24,s1300
18,2201,19,8,s1300
19,2210,2,2,s1300
20,2217,4,3,s1300
21,3407,2,2,s1300
0,62,2,2,s1301
1,70,7,4,s1301
2,73,179,52,s1301
3,74,5,3,s1301
4,81,7,4,s1301
5,82,379,62,s1301
6,84,78,36,s1301
7,96,1,1,s1301
8,100,9,6,s1301
9,101,1152,90,s1301
10,107,141,64,s1301
11,115,8,4,s1301
12,116,2,2,s1301
13,118,10,9,s1301
0,80,2,2,s1304
1,81,945,120,s1304
2,84,640,104,s1304
3,102,25,16,s1304
4,103,65,33,s1304
5,105,19,12,s1304
6,142,2,2,s1304
7,175,395,69,s1304
8,1457,140,57,s1304
9,1768,91,54,s1304
10,1911,227,91,s1304
11,1913,474,114,s1304
0,84,555,24,s1308
1,184,688,26,s1308
2,515,2263,45,s1308
3,1647,7,5,s1308
4,3299,987,28,s1308
0,82,158,9,s1353
1,84,8,1,s1353
2,102,3,2,s1353
3,103,2,1,s1353
4,119,6,2,s1353
5,595,1,1,s1353
6,1342,113,9,s1353
7,1647,7,4,s1353
8,1827,16,3,s1353
9,2543,38,7,s1353
10,3297,64,8,s1353
0,82,5554,189,s1357
1,84,209,26,s1357
2,103,11,6,s1357
3,108,652,107,s1357
4,110,51,9,s1357
5,113,142,54,s1357
6,119,5,3,s1357
7,139,31,11,s1357
8,140,6,2,s1357
9,179,22,11,s1357
10,237,55,23,s1357
11,242,60,14,s1357
12,460,13,11,s1357
13,1342,1412,136,s1357
14,1370,35,12,s1357
15,1430,290,30,s1357
16,1647,141,42,s1357
17,1802,105,23,s1357
18,1827,114,52,s1357
19,2543,542,97,s1357
0,80,8,3,s1358
1,82,944,90,s1358
2,91,2,1,s1358
3,101,205,38,s1358
4,102,243,41,s1358
5,103,33,16,s1358
6,143,216,50,s1358
7,360,6,4,s1358
8,456,6,5,s1358
9,463,2782,110,s1358
10,982,32,15,s1358
11,1761,18,8,s1358
12,1853,153,32,s1358
13,1889,489,75,s1358
14,1891,473,63,s1358
15,1895,4,2,s1358
16,2442,1448,127,s1358
17,3540,747,101,s1358
18,3541,191,38,s1358
0,1262,1,1,s1360
1,1264,16,5,s1360
2,1269,81,18,s1360
3,1270,6721,23,s1360
4,1280,2,1,s1360
5,1287,1,1,s1360
6,1288,2,2,s1360
7,1293,4,2,s1360
8,1294,359,22,s1360
9,1295,4,1,s1360
10,1299,2,1,s1360
11,1300,6,2,s1360
12,1304,293,16,s1360
13,1305,1489,17,s1360
14,1306,465,18,s1360
15,1307,3244,40,s1360
16,1308,1,1,s1360
17,1319,2,1,s1360
18,1320,2,1,s1360
19,1321,9,2,s1360
20,1323,1799,23,s1360
21,1324,25,7,s1360
22,1325,224,5,s1360
23,1326,1,1,s1360
24,1331,695,13,s1360
25,1333,45,3,s1360
26,1334,37,3,s1360
27,1340,2305,39,s1360
28,1341,15,6,s1360
29,1342,5,3,s1360
30,1344,323,13,s1360
31,1347,1871,37,s1360
32,1348,25684,49,s1360
33,1349,1401,26,s1360
34,1350,97,16,s1360
35,1351,420,40,s1360
36,1352,5,5,s1360
37,1353,1109,38,s1360
38,1354,214,11,s1360
39,1355,21,2,s1360
0,141,338,104,s1368
1,145,1,1,s1368
2,184,1190,134,s1368
3,220,17,8,s1368
4,342,3,2,s1368
5,369,130,37,s1368
6,425,3,3,s1368
7,429,5,2,s1368
8,432,7,6,s1368
9,434,161,39,s1368
10,503,6,6,s1368
11,515,29,14,s1368
12,584,3,3,s1368
13,1040,16,10,s1368
14,1041,1,1,s1368
15,1164,1,1,s1368
16,1432,85,30,s1368
17,1561,611,120,s1368
18,1647,448,138,s1368
19,1912,3,1,s1368
20,3601,1,1,s1368
21,3628,13,5,s1368
0,63,20,19,s1388
1,79,1017,586,s1388
2,80,11029,4193,s1388
3,81,358,246,s1388
4,82,104416,13738,s1388
5,84,15078,3855,s1388
6,88,962,403,s1388
7,101,13042,5074,s1388
8,102,298,204,s1388
9,118,9028,4680,s1388
10,119,1,1,s1388
11,132,210,109,s1388
12,147,650,453,s1388
13,168,2566,776,s1388
14,170,1471,1052,s1388
15,174,5849,3515,s1388
16,175,79,59,s1388
17,177,83,42,s1388
18,187,2322,1377,s1388
19,325,451,277,s1388
20,342,110,70,s1388
21,595,2164,1608,s1388
22,602,2896,1605,s1388
23,605,119,95,s1388
24,974,1,1,s1388
25,982,334,132,s1388
26,1413,343,283,s1388
27,1457,3664,1180,s1388
28,1604,706,502,s1388
29,1974,2014,1049,s1388
0,80,439,55,s1432
1,84,426,50,s1432
2,94,188,42,s1432
3,102,192,42,s1432
4,108,16,6,s1432
5,111,63,20,s1432
6,112,134,38,s1432
7,175,31,7,s1432
8,1430,64,20,s1432
9,3298,15,8,s1432
10,3641,735,60,s1432
11,3737,56,20,s1432
12,3738,41,24,s1432
0,82,894,85,s1440
1,95,93,23,s1440
2,101,2,2,s1440
3,138,1,1,s1440
4,222,8,6,s1440
5,428,24,15,s1440
6,456,5,4,s1440
7,512,3,3,s1440
8,523,9,7,s1440
9,747,169,82,s1440
10,1004,2,2,s1440
11,1115,197,46,s1440
12,1453,1,1,s1440
0,82,102,46,s1519
1,96,32,12,s1519
2,101,6,5,s1519
3,222,235,68,s1519
4,404,115,47,s1519
5,456,23,14,s1519
6,523,19,14,s1519
7,584,8,5,s1519
8,747,149,66,s1519
9,1453,15,9,s1519
10,1497,51,23,s1519
11,1718,42,29,s1519
12,1719,58,37,s1519
13,1908,58,26,s1519
14,2122,112,23,s1519
15,2124,7,4,s1519
16,4098,120,34,s1519
0,80,106,63,s1546
1,81,1697,199,s1546
2,84,526,139,s1546
3,91,729,166,s1546
4,102,316,105,s1546
5,105,6,3,s1546
6,498,3,3,s1546
7,515,168,53,s1546
8,1398,3,3,s1546
9,1457,1594,193,s1546
10,3210,2,1,s1546
0,63,1,1,s155
1,79,1099,239,s155
2,80,1972,528,s155
3,84,600,195,s155
4,91,66,55,s155
5,95,1,1,s155
6,102,1348,554,s155
7,105,306,179,s155
8,118,1646,563,s155
9,124,2696,487,s155
10,133,76,33,s155
11,134,502,95,s155
12,144,2,2,s155
13,145,4,4,s155
14,150,339,152,s155
15,170,583,319,s155
16,171,496,215,s155
17,179,2,2,s155
18,180,1,1,s155
19,187,84,35,s155
20,204,728,176,s155
21,222,3283,740,s155
22,227,256,164,s155
23,347,11,5,s155
24,456,179,100,s155
25,460,97,87,s155
26,461,1,1,s155
27,515,9288,933,s155
28,602,143,67,s155
29,605,78,23,s155
30,627,2,2,s155
31,628,1837,355,s155
32,629,2747,703,s155
33,630,11,8,s155
34,631,2641,674,s155
35,632,137,89,s155
36,633,89,51,s155
37,634,4,2,s155
38,635,673,289,s155
39,637,4,4,s155
40,641,115,44,s155
41,642,3737,761,s155
42,643,3,2,s155
43,645,4,4,s155
44,647,11,10,s155
45,648,1697,631,s155
0,81,146,7,s1554
1,461,1249,14,s1554
2,515,2,2,s1554
3,638,3,2,s1554
0,80,25,3,s1578
1,81,34,9,s1578
2,84,1623,258,s1578
3,103,80,6,s1578
4,107,329,181,s1578
5,118,7579,745,s1578
6,119,3,3,s1578
7,187,22,3,s1578
8,243,3,1,s1578
9,600,2747,482,s1578
10,602,32,11,s1578
11,605,1,1,s1578
12,627,11,2,s1578
13,628,403,180,s1578
14,629,30,4,s1578
15,631,8,3,s1578
16,632,1,1,s1578
17,1403,2324,429,s1578
18,1432,21011,834,s1578
19,1647,69,24,s1578
20,1703,6415,698,s1578
0,1262,5,5,s1579
1,1263,7,7,s1579
2,1264,76,71,s1579
3,1265,4,4,s1579
4,1267,2,2,s1579
5,1269,181,127,s1579
6,1270,440,217,s1579
7,1273,27,26,s1579
8,1280,10,10,s1579
9,1287,70,57,s1579
10,1288,1,1,s1579
11,1291,1,1,s1579
12,1292,2,2,s1579
13,1293,1501,681,s1579
14,1294,6906,3209,s1579
15,1295,1406,646,s1579
16,1299,116,81,s1579
17,1300,277,204,s1579
18,1301,2,2,s1579
19,1304,3309,2405,s1579
20,1305,4190,2146,s1579
21,1306,9961,5009,s1579
22,1307,3117,2256,s1579
23,1308,660,433,s1579
24,1309,7,7,s1579
25,1313,12,12,s1579
26,1314,1,1,s1579
27,1316,16,14,s1579
28,1317,4,4,s1579
29,1319,97,94,s1579
30,1320,18,16,s1579
31,1321,6,6,s1579
32,1322,234,138,s1579
33,1323,127,108,s1579
34,1324,548,222,s1579
35,1325,893,526,s1579
36,1326,6,5,s1579
37,1327,2340,1514,s1579
38,1328,40,33,s1579
39,1329,124,99,s1579
40,1330,163,59,s1579
41,1331,2047,1400,s1579
42,1332,431,236,s1579
43,1333,4277,1259,s1579
44,1334,62,30,s1579
45,1335,491,241,s1579
46,1336,7791,4000,s1579
47,1337,10126,5360,s1579
48,1338,505,326,s1579
49,1339,44,27,s1579
50,1340,13114,6739,s1579
51,1341,466,368,s1579
52,1342,93,55,s1579
53,1344,82,38,s1579
54,1345,459,392,s1579
55,1346,254,162,s1579
56,1347,22303,7587,s1579
57,1348,206706,30702,s1579
58,1349,7575,3007,s1579
59,1350,580,525,s1579
60,1351,107,105,s1579
61,1352,291,287,s1579
62,1353,6335,4673,s1579
63,1354,530,428,s1579
64,1355,180,136,s1579
65,3507,4,2,s1579
0,80,200,67,s1580
1,81,341034,13900,s1580
2,84,176245,12103,s1580
3,94,148215,8979,s1580
4,103,28,23,s1580
5,107,56,42,s1580
6,118,70,50,s1580
7,119,207,56,s1580
8,142,44,25,s1580
9,147,761,243,s1580
10,179,216,97,s1580
11,187,83,8,s1580
12,287,165,69,s1580
13,342,221,95,s1580
14,628,281,60,s1580
15,629,360,105,s1580
16,630,13,10,s1580
17,631,1810,606,s1580
18,632,148,26,s1580
19,638,17,3,s1580
20,982,3,3,s1580
21,1403,1034,294,s1580
22,1432,117653,12022,s1580
23,1442,531,164,s1580
24,1647,50,24,s1580
25,1703,31171,7809,s1580
26,2461,262,63,s1580
27,2543,172,34,s1580
0,59,126,29,s1588
1,70,150,29,s1588
2,73,501,32,s1588
3,79,39,15,s1588
4,81,16,10,s1588
5,85,1493,32,s1588
6,88,489,32,s1588
7,101,2475,32,s1588
8,1049,3228,32,s1588
9,1974,1565,32,s1588
10,2235,2716,32,s1588
11,3123,2,2,s1588
0,74,101,36,s1622
1,84,785,101,s1622
2,89,11,2,s1622
3,105,33,15,s1622
4,222,291,83,s1622
5,403,9,4,s1622
6,427,551,80,s1622
7,444,4,3,s1622
8,446,7,3,s1622
9,450,3,1,s1622
10,515,212,66,s1622
11,524,630,98,s1622
12,1162,3,3,s1622
13,1913,40,12,s1622
14,2418,2,1,s1622
15,2515,76,50,s1622
16,2619,24,9,s1622
17,2644,64,14,s1622
18,3299,17,8,s1622
19,3374,313,67,s1622
20,3603,27,20,s1622
21,4327,13,10,s1622
22,4328,19,9,s1622
23,4500,387,66,s1622
24,4501,3,3,s1622
0,69,73,9,s1642
1,79,343,56,s1642
2,80,32,9,s1642
3,81,227,46,s1642
4,84,1403,121,s1642
5,94,245,64,s1642
6,102,121,38,s1642
7,105,409,81,s1642
8,108,88,15,s1642
9,133,199,42,s1642
10,175,293,55,s1642
11,474,2,1,s1642
12,515,8,4,s1642
13,982,76,38,s1642
14,1176,351,58,s1642
15,1647,50,31,s1642
16,1766,64,20,s1642
17,3208,16,2,s1642
0,58,20,15,s1645
1,59,4656,1344,s1645
2,60,28,21,s1645
3,61,631,346,s1645
4,62,713,500,s1645
5,63,1,1,s1645
6,64,3,3,s1645
7,66,168,101,s1645
8,67,1,1,s1645
9,68,88,58,s1645
10,69,56,46,s1645
11,70,1398,676,s1645
12,71,7,5,s1645
13,72,64,49,s1645
14,73,791,390,s1645
15,74,539,353,s1645
16,75,257,174,s1645
17,77,4,4,s1645
18,79,242,131,s1645
19,80,224,66,s1645
20,82,681,225,s1645
21,84,4893,1107,s1645
22,99,39,16,s1645
23,101,3777,1605,s1645
24,102,73,60,s1645
25,103,11,10,s1645
26,105,17,13,s1645
27,115,258,220,s1645
28,116,482,324,s1645
29,117,385,273,s1645
30,118,10,10,s1645
31,130,2,1,s1645
32,133,68,50,s1645
33,145,8,6,s1645
34,164,16,3,s1645
35,184,4,4,s1645
36,185,1,1,s1645
37,190,10,9,s1645
38,192,32,16,s1645
39,196,1,1,s1645
40,197,1,1,s1645
41,199,46,29,s1645
42,200,100,83,s1645
43,201,25,19,s1645
44,227,96,85,s1645
45,342,185,177,s1645
46,344,28,17,s1645
47,347,1,1,s1645
48,350,6,6,s1645
49,515,17634,2901,s1645
50,554,30,21,s1645
51,564,81,61,s1645
52,597,1963,1041,s1645
53,607,11,5,s1645
54,623,70,41,s1645
55,636,14206,2731,s1645
56,637,122,104,s1645
57,642,323,259,s1645
58,760,65,55,s1645
59,982,3,2,s1645
60,1138,37,35,s1645
61,1145,37,33,s1645
62,1610,10,8,s1645
63,1964,24,18,s1645
64,2470,63,52,s1645
65,2843,2667,918,s1645
66,3464,3,1,s1645
67,4183,9,9,s1645
68,4184,1,1,s1645
69,4203,1363,364,s1645
70,4281,129,115,s1645
71,5380,2,1,s1645
0,204,2,1,s1653
0,59,2595,118,s1655
1,62,11,2,s1655
2,63,901,48,s1655
3,69,2,1,s1655
4,72,86,10,s1655
5,73,345,18,s1655
6,74,1038,29,s1655
7,80,44,2,s1655
8,81,891,78,s1655
9,84,599,47,s1655
10,92,801,83,s1655
11,101,78,20,s1655
12,102,415,56,s1655
13,105,161,37,s1655
14,117,36,3,s1655
15,133,7,4,s1655
16,515,320,18,s1655
17,635,4492,152,s1655
18,1457,1542,95,s1655
19,1807,10,7,s1655
20,1827,16,7,s1655
21,1913,679,40,s1655
22,3123,160,32,s1655
23,3532,26,3,s1655
24,3603,740,142,s1655
25,4101,5,2,s1655
0,80,13,6,s1686
1,81,218,12,s1686
2,84,351,12,s1686
3,91,159,17,s1686
4,96,18,5,s1686
5,102,33,9,s1686
6,325,15,4,s1686
7,342,2,1,s1686
8,982,6,2,s1686
9,1457,56,12,s1686
10,1561,126,17,s1686
11,1586,66,7,s1686
12,1637,37,12,s1686
0,82,420,23,s1695
1,84,9,2,s1695
2,101,80,15,s1695
3,124,36,6,s1695
4,238,6,2,s1695
5,239,50,5,s1695
6,242,388,31,s1695
7,310,5,3,s1695
8,428,1,1,s1695
9,435,2,2,s1695
10,3208,3,1,s1695
0,84,1004,30,s1718
1,94,193,8,s1718
2,98,8,3,s1718
3,101,542,44,s1718
4,107,201,51,s1718
5,179,739,47,s1718
6,220,30,8,s1718
7,222,86,27,s1718
8,300,71,3,s1718
9,465,123,20,s1718
10,503,19,9,s1718
11,505,393,29,s1718
12,511,23,4,s1718
13,512,5,1,s1718
14,718,69,5,s1718
15,720,38,4,s1718
16,756,7,1,s1718
17,951,153,13,s1718
18,956,13,1,s1718
19,1146,289,23,s1718
20,1160,3,1,s1718
21,1647,14,3,s1718
22,1662,169,21,s1718
23,1663,49,13,s1718
24,1716,30,13,s1718
25,1791,3,1,s1718
26,1869,41,5,s1718
27,1884,65,14,s1718
28,2462,1,1,s1718
29,2537,326,16,s1718
30,2557,73,20,s1718
31,2562,57,14,s1718
32,2800,78,5,s1718
33,2803,5,2,s1718
34,2828,38,13,s1718
35,3129,6,3,s1718
36,3385,7,1,s1718
37,3443,150,10,s1718
38,3492,61,13,s1718
39,3563,27,6,s1718
40,3640,13,7,s1718
41,4301,44,10,s1718
42,4412,4,1,s1718
43,4524,130,11,s1718
0,80,20,1,s172
1,81,46,8,s172
2,82,48,9,s172
3,84,1,1,s172
4,91,132,13,s172
5,101,60,12,s172
6,118,7,5,s172
7,179,6,2,s172
0,79,168,24,s1724
1,80,26,10,s1724
2,81,961,284,s1724
3,84,3940,528,s1724
4,94,6555,533,s1724
5,102,273,127,s1724
6,105,1023,295,s1724
7,133,187,33,s1724
8,175,172,24,s1724
9,1176,916,165,s1724
10,1854,6,5,s1724
11,3603,23,11,s1724
0,3438,8152,1207,s1725
1,3807,7118,1201,s1725
2,3808,5019,1100,s1725
3,4115,4011,965,s1725
0,80,8,2,s173
1,81,66,10,s173
2,82,12,6,s173
3,84,17,7,s173
4,91,138,16,s173
5,101,71,14,s173
6,118,1,1,s173
7,179,7,2,s173
0,80,26,4,s174
1,81,61,7,s174
2,82,54,11,s174
3,84,2,2,s174
4,91,107,13,s174
5,101,58,11,s174
6,118,6,4,s174
7,179,6,3,s174
0,74,1,1,s1745
1,82,7266,358,s1745
2,84,1421,155,s1745
3,85,75,42,s1745
4,101,187,83,s1745
5,105,2,1,s1745
6,118,32,13,s1745
7,131,40,8,s1745
8,145,6,3,s1745
9,438,1,1,s1745
10,440,19,1,s1745
11,448,1,1,s1745
12,450,4,2,s1745
13,463,33,5,s1745
14,524,558,74,s1745
15,981,16,5,s1745
16,1162,11,10,s1745
17,1163,1,1,s1745
18,1164,1,1,s1745
0,82,220,44,s1749
1,84,8345,468,s1749
2,101,124,73,s1749
3,184,24,15,s1749
4,427,888,119,s1749
5,434,83,19,s1749
6,435,1,1,s1749
7,515,2029,290,s1749
8,1444,86,19,s1749
9,1647,121,40,s1749
10,1807,1056,115,s1749
11,1911,152,6,s1749
12,1924,445,131,s1749
13,2472,1463,174,s1749
14,3591,2423,254,s1749
0,79,11,6,s1767
1,80,2,1,s1767
2,81,1537,43,s1767
3,103,2693,56,s1767
4,107,5,5,s1767
5,110,14,8,s1767
6,113,10,8,s1767
7,118,58,29,s1767
8,147,2,2,s1767
9,982,5,3,s1767
10,1187,86,29,s1767
11,1380,11,9,s1767
12,1382,45,18,s1767
13,1647,9,6,s1767
14,1703,1728,38,s1767
15,1768,3,2,s1767
16,1769,130,22,s1767
17,3796,191,25,s1767
0,82,4,2,s1773
1,83,30,7,s1773
2,84,739,17,s1773
3,85,207,16,s1773
4,92,499,16,s1773
5,103,1,1,s1773
6,184,18,4,s1773
7,448,120,15,s1773
0,73,185,76,s1776
1,80,2342,671,s1776
2,82,31773,2225,s1776
3,84,3011,735,s1776
4,96,177,80,s1776
5,98,4,3,s1776
6,101,22,17,s1776
7,102,78,49,s1776
8,105,27,8,s1776
9,124,2468,813,s1776
10,139,261,119,s1776
11,164,157,37,s1776
12,167,2918,911,s1776
13,168,8350,940,s1776
14,169,3529,804,s1776
15,171,674,310,s1776
